period,slot,sum,count,mean_lsi_5
train,220,48383.087013816505,34693,1.3946066069182979
train,221,47301.9074578844,34693,1.3634424079175742
train,222,48326.271020541906,34693,1.3929689280414466
train,223,47964.94388920487,34693,1.3825539414061878
train,224,49244.724114926365,34693,1.4194426574503896
train,225,50103.17508135695,34693,1.444186870012883
train,226,51317.40898309738,34693,1.4791862618711955
train,227,50856.09649547877,34693,1.4658892714806666
train,228,52667.81610632302,34693,1.5181107458658236
train,229,51547.890624597494,34693,1.4858297242843657
train,230,53227.13033756365,34693,1.5342325638475671
train,231,53770.972530978055,34693,1.5499084118115485
train,232,55086.74801679443,34693,1.5878346645373542
train,233,54264.952930006744,34693,1.5641470305250842
train,234,53922.26703103021,34693,1.5542693635900675
train,235,52791.765051291455,34693,1.5216834822958942
train,236,52730.27025990033,34693,1.5199109405326818
train,237,51347.507166370255,34693,1.4800538196861113
train,238,50855.15925757133,34693,1.4658622562929504
train,239,400973.20449236245,25444,15.75904749616265
train,240,694416.4818825133,34693,20.016040177629876
validation,6,-5531.87344334107,11584,-0.477544323492841
validation,7,-8219.355877386375,11584,-0.7095438430064205
validation,8,-8531.490475862576,11584,-0.7364891640074738
validation,9,-8728.754644894241,11584,-0.7535181841241576
validation,10,-8643.438854719325,11584,-0.7461532160496654
validation,11,-9244.32376835764,11584,-0.7980251871855698
validation,12,-9711.169925459759,11584,-0.8383261330680041
validation,13,-10152.129569439247,11584,-0.8763924006767305
validation,14,-10427.702193110374,11584,-0.9001814738527602
validation,15,-9995.157278853207,11584,-0.8628416159231014
validation,16,-9350.928248899745,11584,-0.8072279220389973
validation,17,-8921.452686342058,11584,-0.7701530288624014
validation,18,-8686.22987344649,11584,-0.7498471921138199
validation,19,-8712.693049765247,11584,-0.7521316513954805
validation,20,-8415.983688803348,11584,-0.726517928936753
validation,21,-8264.458001594223,11584,-0.7134373274856891
validation,22,-8499.04084460264,11584,-0.7336879182150069
validation,23,-8321.09963472697,11584,-0.7183269712298834
validation,24,-7670.065579468723,11584,-0.6621258269568994
validation,25,-7179.061979569753,11584,-0.6197394664683834
validation,26,-7676.35264418219,11584,-0.6626685638969432
validation,27,-7886.693837868832,11584,-0.6808264708105
validation,28,-7973.578914671605,11584,-0.6883269090704079
validation,29,-8204.316315136992,11584,-0.7082455382542293
validation,30,-8908.21660781413,11584,-0.7690104115861646
validation,31,-9521.309510185512,11584,-0.8219362491527549
validation,32,-9519.668598429593,11584,-0.8217945958589082
validation,33,-9414.773205132882,11584,-0.8127393996143717
validation,34,-9454.80157981698,11584,-0.8161948877604437
validation,35,-9341.317755184871,11584,-0.806398286877147
validation,36,-8386.479197492918,11584,-0.7239709251979384
validation,37,-8275.970681717314,11584,-0.7144311707283593
validation,38,-8524.474242264769,11584,-0.7358834808584918
validation,39,-8533.058363264876,11584,-0.7366245134033905
validation,40,-8201.403420953007,11584,-0.7079940798474627
validation,41,-7964.667547752572,11584,-0.6875576267051599
validation,42,-7618.1040369946195,11584,-0.657640196563762
validation,43,-7474.1455799454325,11584,-0.6452128435726374
validation,44,-7743.455312142604,11584,-0.6684612665868961
validation,45,-7749.367240013361,11584,-0.6689716194762915
validation,46,-7799.410018016564,11584,-0.6732916106713194
validation,47,-8254.877338393917,11584,-0.7126102674718505
validation,48,-8619.961920557816,11584,-0.74412654700948
validation,49,-8758.584175778045,11584,-0.7560932472184086
validation,50,-8403.113723880797,11584,-0.7254069167714776
validation,51,-8691.41786942092,11584,-0.7502950508823308
validation,52,-8574.7883290669,11584,-0.7402268930479022
validation,53,-8640.54112626315,11584,-0.745903066839015
validation,54,-8595.848272207972,11584,-0.7420449130013788
validation,55,-8626.572038740731,11584,-0.7446971718526183
validation,56,-7850.033672332484,11584,-0.6776617465756632
validation,57,-7938.985706865121,11584,-0.6853406169600416
validation,58,-7393.854600348348,11584,-0.638281647129519
validation,59,-6988.246911340981,11584,-0.6032671712138278
validation,60,-6958.140028186333,11584,-0.6006681654166379
validation,61,-7969.690403069536,11584,-0.6879912295467486
validation,62,-7537.263349593352,11584,-0.650661546062962
validation,63,-7574.851238140246,11584,-0.6539063568836538
validation,64,-7550.030288667649,11584,-0.6517636644222763
validation,65,-7051.635622366966,11584,-0.6087392629805738
validation,66,-6766.9867747990465,11584,-0.5841666760012989
validation,67,-7211.570815921175,11584,-0.6225458231976153
validation,68,-6796.141929339398,11584,-0.5866835229056802
validation,69,-6289.168905793397,11584,-0.5429185864807836
validation,70,-6139.609116096067,11584,-0.530007693033155
validation,71,-4992.09205309185,11584,-0.4309471730914926
validation,72,-4581.899799203588,11584,-0.3955369301798678
validation,73,-5064.2428737702785,11584,-0.43717566244563866
validation,74,-5165.905464910775,11584,-0.4459517839184025
validation,75,-5100.291778132617,11584,-0.4402876189686306
validation,76,-5918.093733394004,11584,-0.510885163449068
validation,77,-6379.806804862688,11584,-0.550742990751268
validation,78,-6419.573503952,11584,-0.5541758894986187
validation,79,-6559.47387843951,11584,-0.5662529245890461
validation,80,-6754.422561129852,11584,-0.5830820581085853
validation,81,-6610.084022073039,11583,-0.5706711579101302
validation,82,-6457.826507776055,11584,-0.5574781170386788
validation,83,-5955.812624639798,11584,-0.5141412832044024
validation,84,-5139.586812389877,11584,-0.44367980079332503
validation,85,-5363.653750766984,11584,-0.4630225958880338
validation,86,-4893.091792816987,11584,-0.42240087990478137
validation,87,-5214.485473704068,11584,-0.4501455001471053
validation,88,-4800.120537321492,11584,-0.4143750463847973
