period,slot,sum,count,mean_lsi_5
validation,89,-5346.650806796626,11584,-0.46155480031048224
validation,90,-4879.200152917773,11584,-0.42120167065933817
validation,91,-5601.631359868022,11584,-0.4835662430825295
validation,92,-5572.503310842988,11584,-0.48105173608796514
validation,93,-6088.401680467079,11584,-0.525587161642531
validation,94,-5818.9377986087575,11584,-0.5023254315097339
validation,95,-5600.462717381422,11584,-0.48346535888997083
validation,96,-4927.410404152154,11584,-0.42536346720926743
validation,97,-4494.806992767786,11584,-0.3880185594585451
validation,98,-4521.100903059701,11584,-0.39028840668678355
validation,99,-4646.113368292083,11584,-0.40108022861637455
validation,100,-5019.795985826612,11584,-0.43333874187039123
validation,101,-5041.936722553511,11584,-0.4352500623751304
validation,102,-5380.7617326793425,11584,-0.4644994589674847
validation,103,-5127.51085058646,11584,-0.44263733171499137
validation,104,-5191.850655851406,11584,-0.4481915276114819
validation,105,-4996.925094126344,11584,-0.431364390031625
validation,106,-4662.3697842009105,11584,-0.4024835794372333
validation,107,-4602.661541191485,11584,-0.39732920763048046
validation,108,-4814.884188427196,11584,-0.4156495328407455
validation,109,-4822.68245310293,11584,-0.41632272557863687
validation,110,-4426.917005033249,11584,-0.3821578906278702
validation,111,-4710.725132385858,11584,-0.4066579016217074
validation,112,-4830.078834214516,11584,-0.4169612253292918
validation,113,-4737.62727579661,11584,-0.40898025516200015
validation,114,-4324.484900862213,11584,-0.3733153401987408
validation,115,-4339.887425336788,11584,-0.374644978015952
validation,116,-3807.3333846617497,11584,-0.32867173555436374
validation,117,-3948.142626919256,11584,-0.3408272295337756
validation,118,-3703.4939450753805,11584,-0.3197076955348222
validation,119,-4183.511492525833,11584,-0.3611456744238461
validation,120,-4177.0575282080135,11584,-0.36058852971408956
validation,121,12595.27880043548,3340,3.771041557016611
validation,122,105131.06187081963,11584,9.0755405620528
validation,123,111234.78916308995,11584,9.602450721951826
validation,124,115650.25717130187,11584,9.983620266859623
validation,125,119199.29808970176,11584,10.289994655533645
validation,126,-153.17035663204314,11584,-0.01322257912914737
validation,127,-2632.843411167108,11584,-0.22728275303583462
validation,128,-2942.739888796704,11584,-0.25403486609087567
validation,129,-3159.348285988624,11584,-0.2727337954064765
validation,130,-3093.88703709325,11584,-0.2670827898043206
validation,131,-3429.401947040707,11584,-0.2960464387984036
validation,132,-3818.1986955217903,11584,-0.3296096940194916
validation,133,-4308.006906763469,11584,-0.3718928614264044
validation,134,-4616.193960099651,11584,-0.39849740677655826
validation,135,-4814.813498262531,11584,-0.4156434304439339
validation,136,-4406.22764240676,11584,-0.38037186139561124
validation,137,-3841.5842758513218,11584,-0.3316284768518061
validation,138,-3151.924605839228,11584,-0.2720929390399886
validation,139,-3652.5184758663504,11584,-0.315307188869678
validation,140,-3673.587721043033,11584,-0.3171260118303723
validation,141,-3253.6475510884034,11584,-0.28087427063953757
validation,142,-3520.971382931057,11584,-0.303951258885623
validation,143,-3950.7517732004285,11584,-0.341052466609153
validation,144,-3888.63392626103,11584,-0.33569008341341766
validation,145,-3540.360468510158,11584,-0.3056250404445924
validation,146,-3836.3370991083048,11584,-0.33117550924622796
validation,147,-4253.727538890923,11584,-0.36720714251475506
validation,148,-4486.3987562664415,11584,-0.38729271031305607
validation,149,-4219.462981282198,11584,-0.36424922145046595
validation,150,-4833.362236044725,11584,-0.41724466816684436
validation,151,-5588.676105327918,11584,-0.48244786820855645
validation,152,-5258.265285459121,11584,-0.4539248347254075
validation,153,-5351.326318391202,11583,-0.46199830081940796
validation,154,-5209.923097955272,11584,-0.4497516486494537
validation,155,-4963.943702807944,11584,-0.42851723953797854
validation,156,-4421.339415084887,11584,-0.3816763997828804
validation,157,-4023.1168805811076,11584,-0.34729945447005417
validation,158,-4320.347490378936,11584,-0.3729581742385131
validation,159,-4939.237725287024,11584,-0.42638447214149033
validation,160,-4143.406308021117,11584,-0.3576835555957456
validation,161,-4573.694049991324,11584,-0.39482856094538366
validation,162,-4668.435902655178,11584,-0.40300724297782964
validation,163,-3701.277559268115,11584,-0.3195163638870956
validation,164,-3126.4859746761426,11584,-0.2698969246094736
validation,165,-3212.518369037151,11583,-0.27734769654123725
validation,166,-2950.261933078199,11584,-0.2546842138361705
validation,167,-2697.0520162768375,11584,-0.23282562295207507
validation,168,-2815.498825380456,11584,-0.24305065826834046
validation,169,-3796.250398749751,11584,-0.3277149860799164
validation,170,-3743.8773679145393,11584,-0.32319383355615844
validation,171,-3879.1678658062874,11584,-0.3348729165923936
validation,172,-4273.938137826802,11584,-0.36895184200852915
validation,173,-4725.767174556241,11584,-0.40795642045547664
validation,174,-4557.201711237633,11584,-0.3934048438568399
validation,175,-4372.926747667394,11583,-0.3775297200783384
validation,176,-3490.0234963874923,11584,-0.30127965265776
validation,177,-2492.469784581613,11584,-0.21516486400048457
validation,178,-2185.4665433781784,11584,-0.18866251237725987
validation,179,-1925.2100166341208,11584,-0.16619561607684055
validation,180,-1983.2443340018735,11584,-0.17120548463413965
validation,181,-3091.033787415177,11584,-0.26683648026719414
validation,182,-4127.443814480984,11584,-0.35630557790754347
validation,183,-5375.153296114063,11584,-0.46401530525846535
validation,184,-6015.10549361705,11584,-0.5192597974462233
validation,185,-6503.264688823429,11584,-0.5614006119495364
validation,186,-6354.738175587734,11584,-0.5485789170914825
validation,187,-6922.37134157633,11584,-0.5975803989620451
validation,188,-5682.058643962463,11584,-0.49050920614316845
validation,189,-5636.960709320507,11584,-0.48661608333222606
validation,190,-5573.409296889192,11584,-0.481129946209357
validation,191,-5722.274986211568,11584,-0.49398092077102623
validation,192,-5447.363313991642,11584,-0.47024890486806303
validation,193,-1807.8969672736573,11584,-0.15606845366657954
validation,194,-570.3478306446541,11584,-0.049235827921672484
validation,195,-680.8284178963717,11584,-0.05877317143442435
validation,196,-186.40276067744276,11584,-0.016091398539143886
validation,197,272.69464189222833,11584,0.023540628616387116
validation,198,-3860.7609412415654,11584,-0.3332839210325937
validation,199,-5043.1372684227845,11584,-0.43535370065804424
validation,200,-5012.872320223719,11584,-0.43274104974306965
validation,201,-5432.2867850532575,11584,-0.46894740893070247
validation,202,-6017.607284986623,11584,-0.5194757670050607
validation,203,-6804.587296492961,11584,-0.5874125773906217
validation,204,-6264.285325358013,11584,-0.5407704873409888
validation,205,-5376.512857332144,11584,-0.46413267069510916
validation,206,-4830.038289521768,11584,-0.41695772526948965
validation,207,-4518.907582822687,11584,-0.39009906619670986
validation,208,-4348.078540311964,11584,-0.3753520839357704
validation,209,-4452.647147576651,11584,-0.3843790700601391
validation,210,-4535.836136359478,11584,-0.3915604399481593
validation,211,-5035.056392144212,11556,-0.4357092758864842
validation,212,-6221.748643955273,11584,-0.5370984671922715
validation,213,-6525.534980619127,11584,-0.5633231164208501
validation,214,-6342.146443324422,11584,-0.5474919236295254
validation,215,-6025.857354832339,11584,-0.520187962261079
validation,216,-5533.957731779778,11584,-0.4777242517075085
validation,217,-4798.644187417763,11584,-0.41424759905194775
validation,218,-4150.928841007469,11584,-0.35833294552895967
validation,219,-4156.372145454215,11584,-0.3588028440481884
validation,220,-4788.918322240382,11584,-0.41340800433704955
validation,221,-5460.798602871195,11584,-0.4714087191705106
validation,222,-6260.353954349804,11584,-0.5404311079376557
validation,223,-6437.67919164266,11584,-0.5557388804940142
validation,224,-6504.769395377375,11584,-0.5615305071976325
validation,225,-6706.283125183,11584,-0.5789263747568197
validation,226,-6428.88713016255,11584,-0.5549798972861317
validation,227,-6464.609100406933,11584,-0.5580636309052946
validation,228,-6766.459021951563,11584,-0.5841211172264816
validation,229,-7503.9093736107625,11584,-0.6477822318379457
validation,230,-7695.364971669419,11584,-0.6643098214493628
validation,231,-7589.58110278495,11584,-0.6551779266906897
validation,232,-7312.329248491086,11584,-0.6312438923075868
validation,233,-5939.403337656301,11584,-0.5127247356402194
validation,234,-4882.792123911409,11584,-0.42151175102826394
validation,235,-3223.545063421201,11584,-0.2782756442870512
validation,236,-1647.1344253561222,11584,-0.14219047180215144
validation,237,832.5712545215553,11584,0.07187251851878067
validation,238,136.43330448506194,11584,0.011777736920326479
validation,239,111907.90915666067,9309,12.021474826153257
validation,240,194671.27436371444,11584,16.8051859775306
