horizon,model,feature_group,recall,precision,event_rate
H5,Naive,P,0.2826833790912619,0.05589297742510324,0.02871772305677869
H5,Naive,P,0.2870675157038336,0.0561148653394962,0.02871772305677869
H5,Naive,P,0.2928028288461815,0.05659292268967797,0.02871772305677869
H5,Naive,P,0.29886874901177246,0.0571233900391226,0.02871772305677869
H5,Naive,P,0.30474780433813914,0.05760702989989892,0.02871772305677869
H5,Naive,P,0.31055498857249636,0.058066718269582235,0.02871772305677869
H5,Naive,P,0.31501099627707746,0.05826659860255878,0.02871772305677869
H5,Naive,P,0.31989823053371474,0.058540986582000784,0.02871772305677869
H5,Naive,P,0.32511607181359514,0.058869613878007834,0.02871772305677869
H5,Naive,P,0.32918397562132556,0.05898534188111238,0.02871772305677869
H5,Naive,P,0.33559487702856156,0.059514189649063326,0.02871772305677869
H5,Naive,P,0.34030962066437637,0.05973436814032467,0.02871772305677869
H5,Naive,P,0.3448518736793687,0.05992027613628984,0.02871772305677869
H5,Naive,P,0.3497103594992022,0.06015686429655858,0.02871772305677869
H5,Naive,P,0.355345053112737,0.060520968492178126,0.02871772305677869
