task,horizon,period,feature_group,model,top_frac,hit_rate,lift
continuation,H10,validation,C,SMARTBoost,0.100000,0.267500,1.658500
continuation,H10,validation,C,SMARTBoost,0.200000,0.381250,2.363750
continuation,H10,validation,ALL,Logit,0.010000,0.675000,4.185000
continuation,H10,validation,ALL,Logit,0.050000,0.690000,4.278000
continuation,H10,validation,ALL,Logit,0.100000,0.632500,3.921500
continuation,H10,validation,ALL,Logit,0.200000,0.505000,3.131000
continuation,H10,validation,ALL,LightGBM,0.010000,0.025000,0.155000
continuation,H10,validation,ALL,LightGBM,0.050000,0.220000,1.364000
continuation,H10,validation,ALL,LightGBM,0.100000,0.267500,1.658500
continuation,H10,validation,ALL,LightGBM,0.200000,0.381250,2.363750
continuation,H10,validation,ALL,SMARTBoost,0.010000,0.025000,0.155000
continuation,H10,validation,ALL,SMARTBoost,0.050000,0.220000,1.364000
continuation,H10,validation,ALL,SMARTBoost,0.100000,0.267500,1.658500
continuation,H10,validation,ALL,SMARTBoost,0.200000,0.381250,2.363750
continuation,H10,test,P,Naive,0.010000,0.750000,3.596223
continuation,H10,test,P,Naive,0.050000,0.865000,4.147644
continuation,H10,test,P,Naive,0.100000,0.860000,4.123669
continuation,H10,test,P,Naive,0.200000,0.741250,3.554267
continuation,H10,test,M,Naive,0.010000,0.750000,3.596223
continuation,H10,test,M,Naive,0.050000,0.865000,4.147644
continuation,H10,test,M,Naive,0.100000,0.860000,4.123669
continuation,H10,test,M,Naive,0.200000,0.741250,3.554267
continuation,H10,test,C,Naive,0.010000,0.750000,3.596223
continuation,H10,test,C,Naive,0.050000,0.865000,4.147644
continuation,H10,test,C,Naive,0.100000,0.860000,4.123669
continuation,H10,test,C,Naive,0.200000,0.741250,3.554267
continuation,H10,test,ALL,Naive,0.010000,0.750000,3.596223
continuation,H10,test,ALL,Naive,0.050000,0.865000,4.147644
continuation,H10,test,ALL,Naive,0.100000,0.860000,4.123669
continuation,H10,test,ALL,Naive,0.200000,0.741250,3.554267
continuation,H10,test,P,Logit,0.010000,0.900000,4.315468
continuation,H10,test,P,Logit,0.050000,0.940000,4.507266
continuation,H10,test,P,Logit,0.100000,0.907500,4.351430
continuation,H10,test,P,Logit,0.200000,0.782500,3.752059
continuation,H10,test,P,LightGBM,0.010000,0.050000,0.239748
continuation,H10,test,P,LightGBM,0.050000,0.205000,0.982968
continuation,H10,test,P,LightGBM,0.100000,0.272500,1.306628
continuation,H10,test,P,LightGBM,0.200000,0.365000,1.750162
continuation,H10,test,P,SMARTBoost,0.010000,0.050000,0.239748
continuation,H10,test,P,SMARTBoost,0.050000,0.205000,0.982968
continuation,H10,test,P,SMARTBoost,0.100000,0.272500,1.306628
continuation,H10,test,P,SMARTBoost,0.200000,0.365000,1.750162
continuation,H10,test,M,Logit,0.010000,0.900000,4.315468
continuation,H10,test,M,Logit,0.050000,0.915000,4.387392
continuation,H10,test,M,Logit,0.100000,0.902500,4.327455
continuation,H10,test,M,Logit,0.200000,0.762500,3.656160
continuation,H10,test,M,LightGBM,0.010000,0.050000,0.239748
continuation,H10,test,M,LightGBM,0.050000,0.205000,0.982968
continuation,H10,test,M,LightGBM,0.100000,0.272500,1.306628
continuation,H10,test,M,LightGBM,0.200000,0.365000,1.750162
continuation,H10,test,M,SMARTBoost,0.010000,0.050000,0.239748
continuation,H10,test,M,SMARTBoost,0.050000,0.205000,0.982968
continuation,H10,test,M,SMARTBoost,0.100000,0.272500,1.306628
continuation,H10,test,M,SMARTBoost,0.200000,0.365000,1.750162
continuation,H10,test,C,Logit,0.010000,0.900000,4.315468
continuation,H10,test,C,Logit,0.050000,0.915000,4.387392
continuation,H10,test,C,Logit,0.100000,0.895000,4.291493
continuation,H10,test,C,Logit,0.200000,0.751250,3.602217
continuation,H10,test,C,LightGBM,0.010000,0.050000,0.239748
continuation,H10,test,C,LightGBM,0.050000,0.205000,0.982968
continuation,H10,test,C,LightGBM,0.100000,0.272500,1.306628
continuation,H10,test,C,LightGBM,0.200000,0.365000,1.750162
continuation,H10,test,C,SMARTBoost,0.010000,0.050000,0.239748
continuation,H10,test,C,SMARTBoost,0.050000,0.205000,0.982968
continuation,H10,test,C,SMARTBoost,0.100000,0.272500,1.306628
continuation,H10,test,C,SMARTBoost,0.200000,0.365000,1.750162
continuation,H10,test,ALL,Logit,0.010000,0.900000,4.315468
continuation,H10,test,ALL,Logit,0.050000,0.905000,4.339442
continuation,H10,test,ALL,Logit,0.100000,0.872500,4.183606
continuation,H10,test,ALL,Logit,0.200000,0.728750,3.494330
continuation,H10,test,ALL,LightGBM,0.010000,0.050000,0.239748
continuation,H10,test,ALL,LightGBM,0.050000,0.205000,0.982968
continuation,H10,test,ALL,LightGBM,0.100000,0.272500,1.306628
continuation,H10,test,ALL,LightGBM,0.200000,0.365000,1.750162
continuation,H10,test,ALL,SMARTBoost,0.010000,0.050000,0.239748
continuation,H10,test,ALL,SMARTBoost,0.050000,0.205000,0.982968
continuation,H10,test,ALL,SMARTBoost,0.100000,0.272500,1.306628
continuation,H10,test,ALL,SMARTBoost,0.200000,0.365000,1.750162
