task,horizon,period,feature_group,model,top_frac,hit_rate,lift
continuation,H10,validation,C,SMARTBoost,0.200000,0.248125,3.912101
continuation,H10,validation,ALL,Logit,0.010000,0.898750,14.170280
continuation,H10,validation,ALL,Logit,0.050000,0.606000,9.554592
continuation,H10,validation,ALL,Logit,0.100000,0.413125,6.513599
continuation,H10,validation,ALL,Logit,0.200000,0.254812,4.017540
continuation,H10,validation,ALL,LightGBM,0.010000,0.905000,14.268821
continuation,H10,validation,ALL,LightGBM,0.050000,0.635500,10.019708
continuation,H10,validation,ALL,LightGBM,0.100000,0.429750,6.775719
continuation,H10,validation,ALL,LightGBM,0.200000,0.262937,4.145644
continuation,H10,validation,ALL,SMARTBoost,0.010000,0.901250,14.209696
continuation,H10,validation,ALL,SMARTBoost,0.050000,0.630750,9.944817
continuation,H10,validation,ALL,SMARTBoost,0.100000,0.426125,6.718565
continuation,H10,validation,ALL,SMARTBoost,0.200000,0.259500,4.091447
continuation,H10,test,P,Naive,0.010000,0.726250,8.170440
continuation,H10,test,P,Naive,0.050000,0.637750,7.174800
continuation,H10,test,P,Naive,0.100000,0.520625,5.857123
continuation,H10,test,P,Naive,0.200000,0.346813,3.901702
continuation,H10,test,M,Naive,0.010000,0.726250,8.170440
continuation,H10,test,M,Naive,0.050000,0.637750,7.174800
continuation,H10,test,M,Naive,0.100000,0.520625,5.857123
continuation,H10,test,M,Naive,0.200000,0.346813,3.901702
continuation,H10,test,C,Naive,0.010000,0.726250,8.170440
continuation,H10,test,C,Naive,0.050000,0.637750,7.174800
continuation,H10,test,C,Naive,0.100000,0.520625,5.857123
continuation,H10,test,C,Naive,0.200000,0.346813,3.901702
continuation,H10,test,ALL,Naive,0.010000,0.726250,8.170440
continuation,H10,test,ALL,Naive,0.050000,0.637750,7.174800
continuation,H10,test,ALL,Naive,0.100000,0.520625,5.857123
continuation,H10,test,ALL,Naive,0.200000,0.346813,3.901702
continuation,H10,test,P,Logit,0.010000,0.917500,10.322036
continuation,H10,test,P,Logit,0.050000,0.796750,8.963578
continuation,H10,test,P,Logit,0.100000,0.574000,6.457601
continuation,H10,test,P,Logit,0.200000,0.350500,3.943187
continuation,H10,test,P,LightGBM,0.010000,0.947500,10.659542
continuation,H10,test,P,LightGBM,0.050000,0.800250,9.002953
continuation,H10,test,P,LightGBM,0.100000,0.570125,6.414006
continuation,H10,test,P,LightGBM,0.200000,0.354563,3.988890
continuation,H10,test,P,SMARTBoost,0.010000,0.975000,10.968921
continuation,H10,test,P,SMARTBoost,0.050000,0.795750,8.952327
continuation,H10,test,P,SMARTBoost,0.100000,0.571125,6.425257
continuation,H10,test,P,SMARTBoost,0.200000,0.356187,4.007172
continuation,H10,test,M,Logit,0.010000,0.916250,10.307974
continuation,H10,test,M,Logit,0.050000,0.774000,8.707636
continuation,H10,test,M,Logit,0.100000,0.557750,6.274786
continuation,H10,test,M,Logit,0.200000,0.346375,3.896780
continuation,H10,test,M,LightGBM,0.010000,0.935000,10.518914
continuation,H10,test,M,LightGBM,0.050000,0.795250,8.946702
continuation,H10,test,M,LightGBM,0.100000,0.564500,6.350724
continuation,H10,test,M,LightGBM,0.200000,0.351687,3.956546
continuation,H10,test,M,SMARTBoost,0.010000,0.911250,10.251723
continuation,H10,test,M,SMARTBoost,0.050000,0.793250,8.924202
continuation,H10,test,M,SMARTBoost,0.100000,0.564750,6.353537
continuation,H10,test,M,SMARTBoost,0.200000,0.353125,3.972718
continuation,H10,test,C,Logit,0.010000,0.917500,10.322036
continuation,H10,test,C,Logit,0.050000,0.774500,8.713261
continuation,H10,test,C,Logit,0.100000,0.558000,6.277598
continuation,H10,test,C,Logit,0.200000,0.347562,3.910139
continuation,H10,test,C,LightGBM,0.010000,0.931250,10.476726
continuation,H10,test,C,LightGBM,0.050000,0.792250,8.912952
continuation,H10,test,C,LightGBM,0.100000,0.561750,6.319786
continuation,H10,test,C,LightGBM,0.200000,0.350313,3.941077
continuation,H10,test,C,SMARTBoost,0.010000,0.927500,10.434538
continuation,H10,test,C,SMARTBoost,0.050000,0.793500,8.927014
continuation,H10,test,C,SMARTBoost,0.100000,0.563250,6.336662
continuation,H10,test,C,SMARTBoost,0.200000,0.351875,3.958656
continuation,H10,test,ALL,Logit,0.010000,0.941250,10.589228
continuation,H10,test,ALL,Logit,0.050000,0.786250,8.845451
continuation,H10,test,ALL,Logit,0.100000,0.571750,6.432288
continuation,H10,test,ALL,Logit,0.200000,0.357687,4.024047
continuation,H10,test,ALL,LightGBM,0.010000,0.923750,10.392350
continuation,H10,test,ALL,LightGBM,0.050000,0.796250,8.957952
continuation,H10,test,ALL,LightGBM,0.100000,0.569250,6.404163
continuation,H10,test,ALL,LightGBM,0.200000,0.365187,4.108424
continuation,H10,test,ALL,SMARTBoost,0.010000,0.940000,10.575165
continuation,H10,test,ALL,SMARTBoost,0.050000,0.798250,8.980453
continuation,H10,test,ALL,SMARTBoost,0.100000,0.570750,6.421038
continuation,H10,test,ALL,SMARTBoost,0.200000,0.364187,4.097173
