horizon,MarketLSI,CrossStress,IndexRet,IndexRV,MarketRelAmt,MarketLSI_baseline,MarketLSI_response,CrossStress_baseline,CrossStress_response,IndexRet_baseline,IndexRet_response,IndexRV_baseline,IndexRV_response,MarketRelAmt_baseline,MarketRelAmt_response,quantile,shock_size,scenario,scenario_cn,shock_definition
18,-0.10033825458165899,-1.716258380679998e-05,-0.10568054875900351,0.8281439445689195,-1.5511354629824485,-0.02777934873288796,-0.07255890584877103,-2.495789806276913e-06,-1.4666794000523068e-05,-0.03153685909821203,-0.07414368966079149,-0.04377797279040707,0.8719219173593266,-0.1386530929638955,-1.412482370018553,0.5,1.5,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
19,-0.09919439040183789,-1.7906366281079642e-05,-0.10394032353751237,0.7999968465633258,-1.5492838197838978,-0.02792163409134044,-0.07127275631049745,-2.6232560292870116e-06,-1.528311025179263e-05,-0.03150978105025322,-0.07243054248725915,-0.045673669586045906,0.8456705161493717,-0.1450267531368009,-1.404257066647097,0.5,1.5,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
20,-0.09789552265063817,-1.863350670835202e-05,-0.10227060368527996,0.7725897726633062,-1.5471642413872488,-0.028018899593722446,-0.06987662305691572,-2.750063073353416e-06,-1.5883443634998603e-05,-0.031490637297648116,-0.07077996638763184,-0.04753464096697194,0.8201244136302781,-0.15130161598320047,-1.3958626254040483,0.5,1.5,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.5,2.0,market_crash,市场急跌,IndexRet 下降
1,-0.0180925523030743,-2.31805239829519e-07,-0.191601134656348,-0.004769386233797799,-0.0106738574433109,-0.0041089295319609,-0.0139836227711134,-1.548973090070849e-07,-7.69079308224341e-08,-0.0327676947159286,-0.1588334399404194,-0.00319221909555,-0.0015771671382477995,-0.0094286258913963,-0.0012452315519146002,0.5,2.0,market_crash,市场急跌,IndexRet 下降
2,-0.021145373429161934,-3.8275160514997746e-07,-0.04551570688397818,-0.007651368380109086,-0.019389598658376573,-0.007873516331235968,-0.013271857097925966,-3.0782631789174973e-07,-7.492528725822773e-08,-0.034809789830540935,-0.010705917053437243,-0.006269832181067615,-0.0013815361990414709,-0.018585476783528895,-0.0008041218748476783,0.5,2.0,market_crash,市场急跌,IndexRet 下降
3,-0.02274361770723395,-5.255240933498016e-07,-0.033498233047993334,-0.010305219349775767,-0.027772164072927496,-0.011124850280900399,-0.01161876742633355,-4.5782928763972706e-07,-6.76948057100745e-08,-0.03445891898071706,0.0009606859327237274,-0.009217824508809303,-0.0010873948409664633,-0.02746830883445411,-0.0003038552384733856,0.5,2.0,market_crash,市场急跌,IndexRet 下降
4,-0.024015101080080696,-6.661405040412641e-07,-0.03232662965418711,-0.01287115265094513,-0.03596422977387656,-0.013914073938216963,-0.010101027141863733,-6.051343944280734e-07,-6.100610961319072e-08,-0.03398820530069092,0.0016615756465038073,-0.012047329892673209,-0.000823822758271921,-0.03609885063995118,0.00013462086607461676,0.5,2.0,market_crash,市场急跌,IndexRet 下降
5,-0.02507894054085739,-8.052236025675291e-07,-0.03206109366888693,-0.015366107718015515,-0.04398757352370362,-0.01630148434593641,-0.008777456194920982,-7.500259055038429e-07,-5.519769706368621e-08,-0.033571183661258726,0.001510089992371795,-0.014770008415783048,-0.0005960993022324675,-0.044498015839338746,0.000510442315635129,0.5,2.0,market_crash,市场急跌,IndexRet 下降
6,-0.025969184618523256,-9.429438783243162e-07,-0.03189597689692382,-0.01779639153289054,-0.05185301828676676,-0.018340667120674385,-0.007628517497848871,-8.927583076235061e-07,-5.01855707008101e-08,-0.03321339817955433,0.0013174212826305085,-0.017396189377233577,-0.0004002021556569618,-0.05268426655726315,0.0008312482704963958,0.5,2.0,market_crash,市场急跌,IndexRet 下降
7,-0.02670977788657677,-1.0794203364014755e-06,-0.03176264466733899,-0.020166851507749654,-0.05956945438785416,-0.020078204439993464,-0.006631573446583307,-1.0335539136671438e-06,-4.586642273433163e-08,-0.032907968318559515,0.0011453236512205256,-0.01993490268812744,-0.00023194881962221303,-0.06067379547663162,0.0011043410887774593,0.5,2.0,market_crash,市场急跌,IndexRet 下降
8,-0.027321035160827505,-1.214754786879739e-06,-0.03165237269996052,-0.02248169404109271,-0.06714470389134874,-0.02155450788249898,-0.005766527278328524,-1.1726065997791571e-06,-4.2148187100581964e-08,-0.03264798319460717,0.000995610494646651,-0.02239403854037096,-8.765550072174777e-05,-0.06848081296108971,0.001336109069740965,0.5,2.0,market_crash,市场急跌,IndexRet 下降
9,-0.027820536599374873,-1.3490363230431395e-06,-0.031561690284701,-0.024744619045614397,-0.07458570913266493,-0.022804628483894158,-0.005015908115480715,-1.3100855162942657e-06,-3.8950806748873714e-08,-0.032427372164773,0.0008656818800719945,-0.02478049661002609,3.5877564411694596e-05,-0.0761178065767188,0.0015320974440538593,0.5,2.0,market_crash,市场急跌,IndexRet 下降
10,-0.02822352354126195,-1.4823431692410344e-06,-0.03148791743484854,-0.026958890258657803,-0.08189865104107366,-0.023858966515722977,-0.004364557025538972,-1.4461383450179532e-06,-3.620482422308126e-08,-0.03224086335738656,0.0007529459225380161,-0.027100316366150214,0.00014142610749241086,-0.08359576709695714,0.001697116055883477,0.5,2.0,market_crash,市场急跌,IndexRet 下降
11,-0.028543211202253223,-1.6147441199229204e-06,-0.03142875641482121,-0.02912739250931791,-0.08908904816645809,-0.024743887782660897,-0.0037993234195923264,-1.58089412822454e-06,-3.384999169838033e-08,-0.03208388346256542,0.0006551270477442098,-0.029358790197079904,0.00023139768776199443,-0.09092438465959689,0.0018353364931388005,0.5,2.0,market_crash,市场急跌,IndexRet 下降
12,-0.028791057460812744,-1.7462997750245346e-06,-0.03138221660257495,-0.031252681110163556,-0.0961618423212131,-0.02548225830174484,-0.0033087991590679024,-1.714465723316032e-06,-3.183405170850263e-08,-0.03195246562188862,0.0005702490193136706,-0.031560561566857576,0.00030788045669401937,-0.09811221896816147,0.0019503766469483735,0.5,2.0,market_crash,市场急跌,IndexRet 下降
13,-0.028976995827532763,-1.8770636108600272e-06,-0.03134657181963626,-0.03333702469418895,-0.10312147288087911,-0.026093908136155124,-0.0028830876913776386,-1.8469519325125286e-06,-3.01116783474986e-08,-0.03184316910547533,0.0004965972858390691,-0.03370971017997406,0.0003726854857851111,-0.10516684697143748,0.002045374090558369,0.5,2.0,market_crash,市场急跌,IndexRet 下降
14,-0.02910963752732621,-2.00708290929304e-06,-0.03132032513004529,-0.035382442387637054,-0.10997194126764236,-0.0265960337675346,-0.0025136037597916112,-1.9784393506108384e-06,-2.864355868220146e-08,-0.03175300959848119,0.00043268446843589686,-0.0358098258752174,0.00042738348758034755,-0.11209499100456359,0.0021230497369212342,0.5,2.0,market_crash,市场急跌,IndexRet 下降
15,-0.02919644680190578,-2.136399564039598e-06,-0.03130217844986123,-0.03739073607076924,-0.11671686691883564,-0.02700354715053492,-0.002192899651370858,-2.1090039681622314e-06,-2.739559587736663e-08,-0.03167939872216971,0.0003772202723084789,-0.037864072741791634,0.0004733366710223952,-0.11890262998014257,0.002185763061306939,0.5,2.0,market_crash,市场急跌,IndexRet 下降
16,-0.029243892982209006,-2.2650507803849603e-06,-0.031291006195271205,-0.039363518377349485,-0.12335953586842524,-0.027329378514453863,-0.0019145144677551428,-2.2387125624725325e-06,-2.633821791242781e-08,-0.031620091568432505,0.00032908537316130027,-0.03987524475305345,0.000511726375703965,-0.12559509587489542,0.002235560006470183,0.5,2.0,market_crash,市场急跌,IndexRet 下降
17,-0.02925758240898554,-2.3930696824333314e-06,-0.03128583242332467,-0.0413022369972527,-0.1299029429198823,-0.027584739040719397,-0.0016728433682661435,-2.3676239045343824e-06,-2.5445777898949013e-08,-0.031573141186142996,0.0002873087628183224,-0.0418458140415824,0.0005435770443296961,-0.13217715745984365,0.00227421453996135,0.5,2.0,market_crash,市场急跌,IndexRet 下降
18,-0.029242372871795427,-2.520485840138155e-06,-0.03128581100163266,-0.04320819577181359,-0.1363498282591908,-0.02777934873288796,-0.0014630241389074657,-2.495789806276913e-06,-2.4696033861242202e-08,-0.03153685909821203,0.0002510480965793663,-0.04377797279040707,0.0005697770185934814,-0.1386530929638955,0.0023032647047047106,0.5,2.0,market_crash,市场急跌,IndexRet 下降
19,-0.029202472882838938,-2.647325726737861e-06,-0.03129020840561223,-0.04508257300665987,-0.14270270924428635,-0.02792163409134044,-0.001280838791498498,-2.6232560292870116e-06,-2.406969745084937e-08,-0.03150978105025322,0.00021957264464098764,-0.045673669586045906,0.0005910965793860384,-0.1450267531368009,0.00232404389251456,0.5,2.0,market_crash,市场急跌,IndexRet 下降
20,-0.029141527795100815,-2.773613115814207e-06,-0.03129838879511141,-0.04692643737049748,-0.14896390800966397,-0.028018899593722446,-0.0011226282013783694,-2.750063073353416e-06,-2.3550042460790915e-08,-0.031490637297648116,0.00019224850253670572,-0.04753464096697194,0.0006082035964744617,-0.15130161598320047,0.002337707973536496,0.5,2.0,market_crash,市场急跌,IndexRet 下降
0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,2.0,volatility_spike,波动放大,IndexRV 上升
1,-0.0248920883971465,-1.3631954114690092e-06,-0.1499497921621584,1.9430750633070837,-0.032816961036720105,-0.0041089295319609,-0.0207831588651856,-1.548973090070849e-07,-1.2082981024619244e-06,-0.0327676947159286,-0.11718209744622979,-0.00319221909555,1.9462672824026337,-0.0094286258913963,-0.023388335145323805,0.5,2.0,volatility_spike,波动放大,IndexRV 上升
2,-0.04699393621162745,-2.687753207239619e-06,-0.15583242040185577,1.8879653129254346,-0.06379017339228771,-0.007873516331235968,-0.039120419880391485,-3.0782631789174973e-07,-2.379926889347869e-06,-0.034809789830540935,-0.12102263057131483,-0.006269832181067615,1.8942351451065023,-0.018585476783528895,-0.04520469660875881,0.5,2.0,volatility_spike,波动放大,IndexRV 上升
3,-0.06567915537377869,-3.970513896810818e-06,-0.15071413370185374,1.8346847971690798,-0.09297311841580759,-0.011124850280900399,-0.05455430509287829,-4.5782928763972706e-07,-3.512684609171091e-06,-0.03445891898071706,-0.11625521472113667,-0.009217824508809303,1.843902621677889,-0.02746830883445411,-0.06550480958135348,0.5,2.0,volatility_spike,波动放大,IndexRV 上升
4,-0.08133265634982353,-5.213772740254194e-06,-0.14524670673909265,1.7831294499568662,-0.1205244289283244,-0.013914073938216963,-0.06741858241160657,-6.051343944280734e-07,-4.608638345826121e-06,-0.03398820530069092,-0.11125850143840174,-0.012047329892673209,1.7951767798495393,-0.03609885063995118,-0.08442557828837323,0.5,2.0,volatility_spike,波动放大,IndexRV 上升
5,-0.09436290197873347,-6.419986205063311e-06,-0.14022219255417803,1.7331968949551668,-0.14659240235320864,-0.01630148434593641,-0.07806141763279706,-7.500259055038429e-07,-5.669960299559468e-06,-0.033571183661258726,-0.10665100889291931,-0.014770008415783048,1.74796690337095,-0.044498015839338746,-0.1020943865138699,0.5,2.0,volatility_spike,波动放大,IndexRV 上升
6,-0.10512995928568881,-7.5913807258509515e-06,-0.1356464383216332,1.6847946817344033,-0.17130814258361682,-0.018340667120674385,-0.08678929216501444,-8.927583076235061e-07,-6.698622418227446e-06,-0.03321339817955433,-0.10243304014207888,-0.017396189377233577,1.702190871111637,-0.05268426655726315,-0.11862387602635366,0.5,2.0,volatility_spike,波动放大,IndexRV 上升
7,-0.11394636939590702,-8.729952036942327e-06,-0.1314694909185078,1.6378397137851,-0.19478713604563241,-0.020078204439993464,-0.09386816495591356,-1.0335539136671438e-06,-7.696398123275184e-06,-0.032907968318559515,-0.09856152259994827,-0.01993490268812744,1.6577746164732274,-0.06067379547663162,-0.1341133405690008,0.5,2.0,volatility_spike,波动放大,IndexRV 上升
8,-0.12108300442295676,-9.837491934246242e-06,-0.12764348338422057,1.592257128751698,-0.21713122658861367,-0.02155450788249898,-0.09952849654045778,-1.1726065997791571e-06,-8.664885334467085e-06,-0.03264798319460717,-0.0949955001896134,-0.02239403854037096,1.614651167292069,-0.06848081296108971,-0.14865041362752396,0.5,2.0,volatility_spike,波动放大,IndexRV 上升
9,-0.1267745595196242,-1.091561372498183e-05,-0.12412643168824822,1.547979275399667,-0.23843037858013255,-0.022804628483894158,-0.10396993103573006,-1.3100855162942657e-06,-9.605528208687564e-06,-0.032427372164773,-0.09169905952347522,-0.02478049661002609,1.572759772009693,-0.0761178065767188,-0.16231257200341376,0.5,2.0,volatility_spike,波动放大,IndexRV 上升
10,-0.13122435021925838,-1.196577451418188e-05,-0.12088178573974537,1.5049448206420004,-0.2587642112773827,-0.023858966515722977,-0.1073653837035354,-1.4461383450179532e-06,-1.0519636169163927e-05,-0.03224086335738656,-0.08864092238235881,-0.027100316366150214,1.5320451370081507,-0.08359576709695714,-0.17516844418042554,0.5,2.0,volatility_spike,波动放大,IndexRV 上升
11,-0.1346084766291806,-1.2989294583194496e-05,-0.11787773808596125,1.463097973142377,-0.2782033311342393,-0.024743887782660897,-0.1098645888465197,-1.58089412822454e-06,-1.1408400454969957e-05,-0.03208388346256542,-0.08579385462339584,-0.029358790197079904,1.492456763339457,-0.09092438465959689,-0.18727894647464238,0.5,2.0,volatility_spike,波动放大,IndexRV 上升
12,-0.13707943591609484,-1.3987374231648766e-05,-0.1150865998312871,1.4223878083801227,-0.29681048850457575,-0.02548225830174484,-0.11159717761435,-1.714465723316032e-06,-1.2272908508332733e-05,-0.03195246562188862,-0.08313413420939848,-0.031560561566857576,1.4539483699469802,-0.09811221896816147,-0.19869826953641428,0.5,2.0,volatility_spike,波动放大,IndexRV 上升
13,-0.13876925599258036,-1.4961108417242621e-05,-0.11248425723858699,1.3827676817886008,-0.31464158196553843,-0.026093908136155124,-0.11267534785642523,-1.8469519325125286e-06,-1.3114156484730091e-05,-0.03184316910547533,-0.08064108813311166,-0.03370971017997406,1.416477391968575,-0.10516684697143748,-0.20947473499410096,0.5,2.0,volatility_spike,波动放大,IndexRV 上升
14,-0.13979221383511917,-1.5911499484397992e-05,-0.11004970012656112,1.3441947183297276,-0.3317465304293833,-0.0265960337675346,-0.11319618006758457,-1.9784393506108384e-06,-1.3933060133787154e-05,-0.03175300959848119,-0.07829669052807994,-0.0358098258752174,1.380004544204945,-0.11209499100456359,-0.2196515394248197,0.5,2.0,volatility_spike,波动放大,IndexRV 上升
15,-0.14024719347389303,-1.6839468234357292e-05,-0.10776461269633084,1.3066293684068306,-0.3481700305422614,-0.02700354715053492,-0.11324364632335811,-2.1090039681622314e-06,-1.4730464266195061e-05,-0.03167939872216971,-0.07608521397416113,-0.037864072741791634,1.3444934411486222,-0.11890262998014257,-0.22926740056211886,0.5,2.0,volatility_spike,波动放大,IndexRV 上升
16,-0.14021973140260255,-1.7745863555849242e-05,-0.10561301852787644,1.2700350213552256,-0.36395221455032545,-0.027329378514453863,-0.11289035288814869,-2.2387125624725325e-06,-1.550715099337671e-05,-0.031620091568432505,-0.07399292695944393,-0.03987524475305345,1.309910266108279,-0.12559509587489542,-0.23835711867543002,0.5,2.0,volatility_spike,波动放大,IndexRV 上升
17,-0.1397837908297149,-1.863147080643149e-05,-0.10358097257056306,1.234377668910042,-0.3791292218025184,-0.027584739040719397,-0.1121990517889955,-2.3676239045343824e-06,-1.626384690189711e-05,-0.031573141186142996,-0.07200783138442007,-0.0418458140415824,1.2762234829516246,-0.13217715745984365,-0.24695206434267475,0.5,2.0,volatility_spike,波动放大,IndexRV 上升
18,-0.1390033007039503,-1.9497019109441656e-05,-0.10165629390192027,1.1996256120572566,-0.3937336953148473,-0.02777934873288796,-0.11122395197106236,-2.495789806276913e-06,-1.7001229303164742e-05,-0.03153685909821203,-0.07011943480370825,-0.04377797279040707,1.2434035848476637,-0.1386530929638955,-0.2550806023509518,0.5,2.0,volatility_spike,波动放大,IndexRV 上升
19,-0.13793349068548164,-2.034318770964801e-05,-0.09982833385369927,1.165749205547005,-0.40779521330753343,-0.02792163409134044,-0.1100118565941412,-2.6232560292870116e-06,-1.7719931680360998e-05,-0.03150978105025322,-0.06831855280344605,-0.045673669586045906,1.2114228751330507,-0.1450267531368009,-0.2627684601707325,0.5,2.0,volatility_spike,波动放大,IndexRV 上升
20,-0.13662204910388553,-2.117061151174426e-05,-0.09808777481985928,1.1327206351056596,-0.4213406643135462,-0.028018899593722446,-0.10860314951016309,-2.750063073353416e-06,-1.8420548438390842e-05,-0.031490637297648116,-0.06659713752221116,-0.04753464096697194,1.1802552760726315,-0.15130161598320047,-0.27003904833034575,0.5,2.0,volatility_spike,波动放大,IndexRV 上升
0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.5,2.0,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
1,-0.0019810097597508995,-3.308966563253524e-07,-0.068151686239915,-0.0091841274041522,-1.987007807851829,-0.0041089295319609,0.00212791977221,-1.548973090070849e-07,-1.7599934731826752e-07,-0.0327676947159286,-0.03538399152398639,-0.00319221909555,-0.0059919083086022,-0.0094286258913963,-1.9775791819604327,0.5,2.0,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
2,-0.004101290007890381,-6.566954627638634e-07,-0.07253579402751074,-0.01809635353551324,-1.9740243963970487,-0.007873516331235968,0.0037722263233455873,-3.0782631789174973e-07,-3.4886914487211364e-07,-0.034809789830540935,-0.03772600419696981,-0.006269832181067615,-0.011826521354445625,-0.018585476783528895,-1.9554389196135198,0.5,2.0,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
3,-0.005899832608832693,-9.75037165999034e-07,-0.07185347255818737,-0.026690912486807,-1.9610080885069694,-0.011124850280900399,0.0052250176720677055,-4.5782928763972706e-07,-5.17207878359307e-07,-0.03445891898071706,-0.03739455357747031,-0.009217824508809303,-0.0174730879779977,-0.02746830883445411,-1.9335397796725153,0.5,2.0,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
4,-0.007386069779402021,-1.2860827087077327e-06,-0.07082910467985071,-0.03497873870186936,-1.9479714921023217,-0.013914073938216963,0.0065280041588149425,-6.051343944280734e-07,-6.809483142796593e-07,-0.03398820530069092,-0.03684089937915979,-0.012047329892673209,-0.022931408809196148,-0.03609885063995118,-1.9118726414623706,0.5,2.0,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
5,-0.0086011214735076,-1.5901643199435755e-06,-0.06983622820510352,-0.042974045824185195,-1.934929544988852,-0.01630148434593641,0.00770036287242881,-7.500259055038429e-07,-8.401384144397326e-07,-0.033571183661258726,-0.03626504454384479,-0.014770008415783048,-0.028204037408402147,-0.044498015839338746,-1.8904315291495133,0.5,2.0,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
6,-0.009583249240024745,-1.8876000093031352e-06,-0.06889853577059377,-0.05069017499382145,-1.9218955912366216,-0.018340667120674385,0.00875741788064964,-8.927583076235061e-07,-9.94841701679629e-07,-0.03321339817955433,-0.03568513759103944,-0.017396189377233577,-0.033293985616587876,-0.05268426655726315,-1.8692113246793585,0.5,2.0,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
7,-0.01036578981066959,-2.1786819822631736e-06,-0.06801233503468132,-0.05813939532494153,-1.9088812951892689,-0.020078204439993464,0.009712414629323873,-1.0335539136671438e-06,-1.1451280685960298e-06,-0.032907968318559515,-0.035104366716121806,-0.01993490268812744,-0.03820449263681409,-0.06067379547663162,-1.8482074997126372,0.5,2.0,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
8,-0.010977612103838269,-2.4636786393044744e-06,-0.06717243914670169,-0.06533300548094408,-1.8958968345490594,-0.02155450788249898,0.010576895778660712,-1.1726065997791571e-06,-1.2910720395253173e-06,-0.03264798319460717,-0.034524455952094524,-0.02239403854037096,-0.042938966940573114,-0.06848081296108971,-1.8274160215879698,0.5,2.0,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
9,-0.011443695012418743,-2.7428372894048537e-06,-0.0663741602879899,-0.07228144429184512,-1.882951089640319,-0.022804628483894158,0.011360933471475414,-1.3100855162942657e-06,-1.432751773110588e-06,-0.032427372164773,-0.0339467881232169,-0.02478049661002609,-0.04750094768181903,-0.0761178065767188,-1.8068332830636002,0.5,2.0,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
10,-0.011785643215709492,-3.016386590573014e-06,-0.06561338892633906,-0.07899438887692163,-1.8700518095253464,-0.023858966515722977,0.012073323300013485,-1.4461383450179532e-06,-1.5702482455550607e-06,-0.03224086335738656,-0.033372525568952496,-0.027100316366150214,-0.05189407251077142,-0.08359576709695714,-1.7864560424283893,0.5,2.0,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
11,-0.012022135783571173,-3.2845386814426794e-06,-0.06488652951157145,-0.08548084028028982,-1.8572057564362474,-0.024743887782660897,0.012721751999089724,-1.58089412822454e-06,-1.7036445532181394e-06,-0.03208388346256542,-0.03280264604900603,-0.029358790197079904,-0.05612205008320992,-0.09092438465959689,-1.7662813717766506,0.5,2.0,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
12,-0.0121693153950667,-3.5474910388735843e-06,-0.06419043395062313,-0.09174919813323565,-1.8444188312620318,-0.02548225830174484,0.013312942906678142,-1.714465723316032e-06,-1.8330253155575523e-06,-0.03195246562188862,-0.032237968328734504,-0.031560561566857576,-0.06018863656637807,-0.09811221896816147,-1.7463066122938704,0.5,2.0,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
13,-0.012241125953949068,-3.8054280972134093e-06,-0.06352234301853582,-0.09780732577822503,-1.83169618258596,-0.026093908136155124,0.013852782182206057,-1.8469519325125286e-06,-1.9584761647008807e-06,-0.03184316910547533,-0.03167917391306049,-0.03370971017997406,-0.06409761559825097,-0.10516684697143748,-1.7265293356145224,0.5,2.0,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
14,-0.012249605432488856,-4.058522660584706e-06,-0.06287983544924766,-0.10366260710937668,-1.8190423014472008,-0.0265960337675346,0.014346428335045744,-1.9784393506108384e-06,-2.0800833099738674e-06,-0.03175300959848119,-0.031126825850766475,-0.0358098258752174,-0.06785278123415928,-0.11209499100456359,-1.7069473104426371,0.5,2.0,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
15,-0.012205139876386516,-4.30693713544372e-06,-0.062260783752988255,-0.10932199621889521,-1.80646110371368,-0.02700354715053492,0.014798407274148405,-2.1090039681622314e-06,-2.1979331672814884e-06,-0.03167939872216971,-0.030581385030818545,-0.037864072741791634,-0.07145792347710359,-0.11890262998014257,-1.6875584737335374,0.5,2.0,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
16,-0.012116683717900182,-4.55082460705452e-06,-0.061663315874440724,-0.11479206079484665,-1.7939560017031513,-0.027329378514453863,0.015212694796553681,-2.2387125624725325e-06,-2.3121120445819874e-06,-0.031620091568432505,-0.03004322430600822,-0.03987524475305345,-0.0749168160417932,-0.12559509587489542,-1.6683609058282558,0.5,2.0,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
17,-0.011991950862323313,-4.790329780393094e-06,-0.06108578191845201,-0.12007902009057772,-1.7815299664727307,-0.027584739040719397,0.015592788178396084,-2.3676239045343824e-06,-2.4227058758587118e-06,-0.031573141186142996,-0.029512640732309012,-0.0418458140415824,-0.07823320604899532,-0.13217715745984365,-1.649352809012887,0.5,2.0,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
18,-0.011837580421279477,-5.025589803281677e-06,-0.060526725272138426,-0.12518877817756296,-1.7691855820090525,-0.02777934873288796,0.015941768311608484,-2.495789806276913e-06,-2.529799997004764e-06,-0.03153685909821203,-0.028989866173926397,-0.04377797279040707,-0.0814108053871559,-0.1386530929638955,-1.630532489045157,0.5,2.0,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
19,-0.011659280453030614,-5.256734987198665e-06,-0.059984857541126965,-0.1301269530993216,-1.7569250923880457,-0.02792163409134044,0.016262353638309825,-2.6232560292870116e-06,-2.633478957911653e-06,-0.03150978105025322,-0.028475076490873746,-0.045673669586045906,-0.08445328351327569,-0.1450267531368009,-1.611898339251245,0.5,2.0,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
20,-0.011461952624735195,-5.483889439166583e-06,-0.05945903679481607,-0.13489890246237485,-1.7447504428317893,-0.028018899593722446,0.01655694696898725,-2.750063073353416e-06,-2.733826365813167e-06,-0.031490637297648116,-0.02796839949716795,-0.04753464096697194,-0.08736426149540291,-0.15130161598320047,-1.5934488268485887,0.5,2.0,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
0,0.0,0.0,-2.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0,0.0,-2.0,0.5,2.0,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
1,-0.03674779139604989,-1.6161026896097108e-06,-0.3441672236265642,1.9355059878602336,-2.0116413745490673,-0.0041089295319609,-0.032638861864088986,-1.548973090070849e-07,-1.461205380602626e-06,-0.0327676947159286,-0.3113995289106356,-0.00319221909555,1.9386982069557837,-0.0094286258913963,-2.002212748657671,0.5,2.0,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
2,-0.05649356698620783,-3.11154763936996e-06,-0.20426434165226282,1.8747572553719476,-2.0200332148806552,-0.007873516331235968,-0.048620050654971866,-3.0782631789174973e-07,-2.8037213214782103e-06,-0.034809789830540935,-0.16945455182172187,-0.006269832181067615,1.8810270875530153,-0.018585476783528895,-2.0014477380971263,0.5,2.0,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
3,-0.07207290512804454,-4.555416580880199e-06,-0.18714800134660034,1.816124314350116,-2.0268167533267962,-0.011124850280900399,-0.06094805484714414,-4.5782928763972706e-07,-4.0975872932404726e-06,-0.03445891898071706,-0.15268908236588327,-0.009217824508809303,1.8253421388589253,-0.02746830883445411,-1.9993484444923422,0.5,2.0,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
4,-0.08490567933287232,-5.955727164147044e-06,-0.18042603047174866,1.7593742183893986,-2.0322624495246204,-0.013914073938216963,-0.07099160539465536,-6.051343944280734e-07,-5.350592769718971e-06,-0.03398820530069092,-0.14643782517105774,-0.012047329892673209,1.7714215482820719,-0.03609885063995118,-1.9961635988846693,0.5,2.0,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
5,-0.09543999530122563,-7.3153223165667296e-06,-0.17497714710565107,1.7043967582445327,-2.0365134891870866,-0.01630148434593641,-0.07913851095528922,-7.500259055038429e-07,-6.5652964110628865e-06,-0.033571183661258726,-0.14140596344439235,-0.014770008415783048,1.7191667666603159,-0.044498015839338746,-1.992015473347748,0.5,2.0,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
6,-0.10400105890288805,-8.636407998231391e-06,-0.17001415463004216,1.6511004939621592,-2.0396882189924788,-0.018340667120674385,-0.08566039178221366,-8.927583076235061e-07,-7.743649690607885e-06,-0.03321339817955433,-0.13680075645048784,-0.017396189377233577,1.6684966833393928,-0.05268426655726315,-1.9870039524352157,0.5,2.0,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
