horizon,MarketLSI,CrossStress,IndexRet,IndexRV,MarketRelAmt,MarketLSI_baseline,MarketLSI_response,CrossStress_baseline,CrossStress_response,IndexRet_baseline,IndexRet_response,IndexRV_baseline,IndexRV_response,MarketRelAmt_baseline,MarketRelAmt_response,quantile,shock_size,scenario,scenario_cn,shock_definition
12,-0.08128084710891988,-7.850919977482404e-06,-0.0735195327265879,0.695413623406633,-0.19746135373636858,-0.02548225830174484,-0.05579858880717503,-1.714465723316032e-06,-6.136454254166372e-06,-0.03195246562188862,-0.041567067104699276,-0.031560561566857576,0.7269741849734906,-0.09811221896816147,-0.09934913476820711,0.5,1.0,volatility_spike,波动放大,IndexRV 上升
13,-0.08243158206436778,-8.404030174877582e-06,-0.07216371317203117,0.6745289858043139,-0.20990421446848795,-0.026093908136155124,-0.05633767392821265,-1.8469519325125286e-06,-6.557078242365053e-06,-0.03184316910547533,-0.040320544066555844,-0.03370971017997406,0.7082386959842879,-0.10516684697143748,-0.10473736749705047,0.5,1.0,volatility_spike,波动放大,IndexRV 上升
14,-0.08319412380132693,-8.944969417504424e-06,-0.07090135486252117,0.6541924462272556,-0.22192076071697342,-0.0265960337675346,-0.056598090033792334,-1.9784393506108384e-06,-6.966530066893586e-06,-0.03175300959848119,-0.03914834526403998,-0.0358098258752174,0.690002272102473,-0.11209499100456359,-0.10982576971240983,0.5,1.0,volatility_spike,波动放大,IndexRV 上升
15,-0.08362537031221402,-9.474236101259772e-06,-0.0697220057092503,0.6343826478325199,-0.23353633026120196,-0.02700354715053492,-0.0566218231616791,-2.1090039681622314e-06,-7.365232133097541e-06,-0.03167939872216971,-0.03804260698708059,-0.037864072741791634,0.6722467205743115,-0.11890262998014257,-0.11463370028105939,0.5,1.0,volatility_spike,波动放大,IndexRV 上升
16,-0.08377455495852826,-9.992288059160897e-06,-0.06861655504815449,0.6150798883010865,-0.2447736552126104,-0.027329378514453863,-0.056445176444074395,-2.2387125624725325e-06,-7.753575496688365e-06,-0.031620091568432505,-0.036996463479721985,-0.03987524475305345,0.65495513305414,-0.12559509587489542,-0.11917855933771498,0.5,1.0,volatility_spike,波动放大,IndexRV 上升
17,-0.08368426493521719,-1.0499547355482945e-05,-0.06757705687835305,0.5962659274342301,-0.255653189631181,-0.027584739040719397,-0.05609952589449779,-2.3676239045343824e-06,-8.131923450948563e-06,-0.031573141186142996,-0.03600391569221006,-0.0418458140415824,0.6381117414758125,-0.13217715745984365,-0.12347603217133735,0.5,1.0,volatility_spike,波动放大,IndexRV 上升
18,-0.08339132471841917,-1.0996404457859292e-05,-0.06659657650006616,0.5779238196334251,-0.2661933941393714,-0.02777934873288796,-0.05561197598553121,-2.495789806276913e-06,-8.50061465158238e-06,-0.03153685909821203,-0.03505971740185413,-0.04377797279040707,0.6217017924238322,-0.1386530929638955,-0.12754030117547588,0.5,1.0,volatility_spike,波动放大,IndexRV 上升
19,-0.08292756238841108,-1.148322186946752e-05,-0.06566905745197625,0.56003776798048,-0.2764109832221672,-0.02792163409134044,-0.05500592829707064,-2.6232560292870116e-06,-8.859965840180509e-06,-0.03150978105025322,-0.03415927640172303,-0.045673669586045906,0.6057114375665259,-0.1450267531368009,-0.13138423008536626,0.5,1.0,volatility_spike,波动放大,IndexRV 上升
20,-0.08232047434880406,-1.1960337292548847e-05,-0.06478920605875371,0.5425929970693444,-0.28632114014837334,-0.028018899593722446,-0.054301574755081614,-2.750063073353416e-06,-9.210274219195431e-06,-0.031490637297648116,-0.033298568761105596,-0.04753464096697194,0.5901276380363163,-0.15130161598320047,-0.13501952416517288,0.5,1.0,volatility_spike,波动放大,IndexRV 上升
0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.5,1.0,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
1,-0.0030449696458559,-2.4289698266621867e-07,-0.0504596904779218,-0.0061881732498511,-0.9982182168716126,-0.0041089295319609,0.0010639598861049999,-1.548973090070849e-07,-8.799967365913377e-08,-0.0327676947159286,-0.0176919957619932,-0.00319221909555,-0.0029959541543011,-0.0094286258913963,-0.9887895909802163,0.5,1.0,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
2,-0.005987403169563175,-4.822608903278067e-07,-0.05367279192902584,-0.012183092858290428,-0.9963049365902887,-0.007873516331235968,0.0018861131616727932,-3.0782631789174973e-07,-1.7443457243605692e-07,-0.034809789830540935,-0.018863002098484905,-0.006269832181067615,-0.005913260677222813,-0.018585476783528895,-0.9777194598067599,0.5,1.0,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
3,-0.008512341444866546,-7.164332268193806e-07,-0.053156195769452214,-0.017954368497808147,-0.9942381986707117,-0.011124850280900399,0.0026125088360338528,-4.5782928763972706e-07,-2.586039391796535e-07,-0.03445891898071706,-0.018697276788735152,-0.009217824508809303,-0.008736543988998844,-0.02746830883445411,-0.9667698898362577,0.5,1.0,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
4,-0.010650071858809491,-9.45608551567903e-07,-0.052408654990270816,-0.02351303429727128,-0.9920351713711364,-0.013914073938216963,0.003264002079407472,-6.051343944280734e-07,-3.404741571398296e-07,-0.03398820530069092,-0.0184204496895799,-0.012047329892673209,-0.01146570440459807,-0.03609885063995118,-0.9559363207311852,0.5,1.0,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
