date,conditional_vol,high_risk_share,dynamic_skew,dynamic_kurtosis,MarketLSI,CrossStress
2023-07-10,0.31797680997825867,0.01702127659574468,5.051655715911717,61.2607092282676,1.508591417928161,0.10778190021627265
2023-07-11,0.3144424619707953,0.00851063829787234,4.984167045979051,62.81219329468966,1.468499259148244,0.10597904851921865
2023-07-12,0.3361803888757918,0.01276595744680851,5.3164630532160855,69.39085071490726,1.4820230320783307,0.0978168754605748
2023-07-13,0.4415849832931378,0.06382978723404255,5.616574664823961,72.4544683228349,0.3824451672235559,0.05596281120864155
2023-07-14,0.4091883659039969,0.01276595744680851,5.633203998499146,72.45801046892771,0.542075492908111,0.058190197483675744
2023-07-17,0.32959288381552093,0.01702127659574468,5.817449589757762,72.59483247362438,1.3611886858412037,0.10772513423868244
2023-07-18,0.330541826069136,0.01702127659574468,6.380558255097986,79.67883859901058,1.2630056173153088,0.09830533596837944
2023-07-19,0.3074680072991601,0.01276595744680851,6.478083494982242,81.86853899765946,1.8049885145303157,0.11670003813882533
2023-07-20,0.3697971768858525,0.05106382978723404,6.848595919252747,87.7581202400071,1.424485036884778,0.0857423633678321
2023-07-21,0.3264003729596409,0.01276595744680851,6.722053181553033,85.45766973685848,1.8602357354925192,0.11943305077021238
2023-07-24,0.3193183200914998,0.01702127659574468,6.946541916228262,88.7054645276359,1.8299292187391039,0.14191022544283413
2023-07-25,0.4841266780812789,0.2170212765957447,6.800401868910896,85.26793552268958,0.3148234703344925,0.0531359649122807
2023-07-26,0.4334413184216243,0.02127659574468085,6.697991565911392,81.92358870645938,1.1040982420640566,0.054816692058283524
2023-07-27,0.44238129492660977,0.0425531914893617,6.582865026811425,78.34136544756062,0.5548591282128779,0.05222408026755853
2023-07-28,0.4135450247295629,0.11063829787234042,6.445447342437759,73.41107065461603,1.0188575987453925,0.09925745667796285
2023-07-31,0.3820672252801143,0.029787234042553193,6.219930509277518,70.34973979078637,0.8910430202710607,0.09788801054018446
2023-08-01,0.37954717294345464,0.01276595744680851,5.9553164323978764,66.83209076313996,0.9608277505280509,0.07462967553999195
2023-08-02,0.4048978173781288,0.01702127659574468,6.055906856859114,67.08178532907971,0.9386932389110368,0.07196197355867522
2023-08-03,0.37047812556175763,0.03404255319148936,5.853710014437869,62.66595501080998,1.5675479976329667,0.09728951000690132
2023-08-04,0.3580837701029236,0.0425531914893617,5.7035440872993375,59.33983425945158,1.6012473879852533,0.1305466288594833
2023-08-07,0.33550972756264696,0.00851063829787234,5.525709349650922,56.25129921054517,1.1181831461474987,0.08548400673400673
2023-08-08,0.36816507676322596,0.05106382978723404,5.72564218174852,59.44788392042481,1.948323805624796,0.12174552429667519
2023-08-09,0.32044567884037267,0.01702127659574468,6.330965615605523,69.82624619512377,1.291221525513293,0.0811335403726708
2023-08-10,0.3285137272916522,0.00851063829787234,6.242504153120226,71.0108241744288,1.4535666438132107,0.10605581127733027
2023-08-11,0.3679422648625474,0.029787234042553193,6.318491924408536,73.76298401904953,1.335558432192235,0.09719788009721847
2023-08-14,0.36717264803646615,0.0425531914893617,6.231115248601519,72.08393800473792,2.069253880857261,0.12648863068465768
2023-08-15,0.4222912194314549,0.14468085106382977,6.035297628872223,68.11858863937474,2.4348739613143615,0.15759215500945178
2023-08-16,0.33265390209174417,0.01702127659574468,5.501284445147066,61.87476086709729,2.049791641382349,0.13119326669478018
2023-08-17,0.38373743270313543,0.06382978723404255,5.260115279673251,58.89541080054055,2.413674507615275,0.15678429027113236
2023-08-18,0.3487234932960208,0.04680851063829787,5.089594618553932,57.189962104295454,1.9642457978516499,0.13793287566742946
2023-08-21,0.4763885424550055,0.1702127659574468,4.945592601552472,54.08313692956776,3.0936193572430866,0.1750185276679842
2023-08-22,0.5282467343488789,0.2680851063829787,5.057797520764155,55.18122602724987,3.25575936186521,0.22634534521907324
2023-08-23,0.39362864299332784,0.10638297872340426,4.531965499217224,47.95533230137766,2.430826222152648,0.15586503623188408
2023-08-24,0.39486822483112716,0.09361702127659574,4.362137998902888,46.932009192358485,3.1325743027629915,0.15329545454545454
2023-08-25,0.49345475570747904,0.17872340425531916,4.8105878487251115,54.177142618572084,3.181046311755469,0.21510119940029984
2023-08-28,0.5980514947028763,0.3276595744680851,5.009035094287943,58.2893572192841,3.89505335256055,0.26339163275768157
2023-08-29,0.3787594330069684,0.02127659574468085,4.564700912325779,53.90116303507942,1.0700928161704009,0.06888260162984597
2023-08-30,0.3796386372003624,0.03829787234042553,3.74779187186183,41.83713002197538,0.9102694375792169,0.0634469696969697
2023-08-31,0.3557726371556546,0.01702127659574468,3.267743457103675,35.05097271830166,1.2098019637331114,0.06380252100840336
2023-09-01,0.376416751014548,0.02127659574468085,3.3867299535861877,35.2727640681903,0.8015118082509202,0.06596290545203588
2023-09-04,0.4628251473226789,0.07659574468085106,3.328455177030866,33.41435154176721,0.2933031817149551,0.04149489448077102
2023-09-05,0.43225979580069535,0.0425531914893617,3.2383472646599287,30.50309277906091,0.757038211471905,0.0600008348360382
2023-09-06,0.3856261564967166,0.03829787234042553,3.702891877741373,35.6891777711255,1.2110833231297478,0.06705859388707583
2023-09-07,0.40650221429146605,0.06382978723404255,4.790363771936203,47.73782484859085,1.1683424711515942,0.07621368260838472
2023-09-08,0.3206365130925001,0.03404255319148936,5.131942418510404,51.966683184443724,1.685763964279841,0.10614369326325848
2023-09-11,0.4073674410453261,0.05106382978723404,6.17735292096375,68.6289153292785,1.31393283814403,0.0749947815904694
2023-09-12,0.360434306702152,0.01702127659574468,7.7980619834322145,93.73352269353568,0.9094467035253964,0.07140118577075098
2023-09-13,0.34558759202960493,0.01276595744680851,8.037417466568995,97.70277942948124,1.4190548507463467,0.07548395445134576
2023-09-14,0.4370794536557752,0.01702127659574468,7.840466702641654,93.150750985353,0.3692974999123029,0.034598840285739486
2023-09-15,0.4248226286686121,0.08085106382978724,7.606048457486488,88.81764108346661,0.9199176569920967,0.045113871635610765
2023-09-18,0.3301505917326653,0.02127659574468085,7.672375188505973,89.94352266260468,1.3797301636977866,0.0750817230273752
2023-09-19,0.361303343305026,0.02553191489361702,7.645895471794169,89.64011482863168,1.146638570046275,0.06211098398169337
2023-09-20,0.34995920909359746,0.02127659574468085,7.7160084226023296,92.03591711736435,1.2404115377342069,0.06280716423164937
2023-09-21,0.39620278738082876,0.029787234042553193,7.598886331151604,92.33448630850951,0.8569737838050152,0.0497121578099839
2023-09-22,0.37366634849509034,0.01702127659574468,7.647055880523807,93.489832166546,0.8250574357246391,0.04908102766798419
2023-09-25,0.39858751672667253,0.01702127659574468,8.292033677312396,105.9337463706874,0.6863021331947194,0.03680080963916869
2023-09-26,0.3811723977324439,0.02127659574468085,8.75515969818747,114.28251220441044,0.7981042940891905,0.047124236623826456
2023-09-27,0.3926100715031885,0.03829787234042553,8.837902577607053,112.43327902866098,1.1115807326025204,0.0652255947497949
2023-09-28,0.3939133755168108,0.00851063829787234,9.352779514319897,122.14785921423983,0.5402793168164621,0.05720596432552954
2023-10-09,0.3473274230466836,0.04680851063829787,9.06812711991231,119.82979058439446,1.9458863899654106,0.1154645519587732
2023-10-10,0.36985054838973896,0.01702127659574468,8.642095788052679,111.43694755428805,0.9862476924513164,0.059091705905134635
2023-10-11,0.4052899754184269,0.03829787234042553,9.047141594005165,118.1414689509454,0.8898301833856606,0.05930962009364058
2023-10-12,0.3891291214490246,0.04680851063829787,8.589508049361104,109.02616745441559,1.27290234653531,0.08515300343774178
2023-10-13,0.37629663160368043,0.02127659574468085,8.205923267311086,102.30985387675491,0.7904281235885509,0.06541700182041404
2023-10-16,0.348105202040096,0.00851063829787234,8.144782295872448,104.24296109339942,1.009154003797483,0.06342771630991582
2023-10-17,0.3348207272867454,0.00851063829787234,7.774227077636504,98.7902395274839,1.4959783665855997,0.07120768393072519
2023-10-18,0.40007713648837967,0.04680851063829787,7.627538380834634,94.019818514572,1.8986164086309285,0.07078334250596222
2023-10-19,0.3881515307119939,0.06382978723404255,7.594225277147651,90.9242186309763,1.8662986905141807,0.08593663575559703
2023-10-20,0.38378743305776347,0.04680851063829787,7.149816426776659,82.26351691657592,2.1093017172320354,0.10885568834027833
2023-10-23,0.4815594761644004,0.1829787234042553,6.530142022525111,71.91043223979946,3.16164656118228,0.19996366227791657
2023-10-24,0.4196399264710562,0.1276595744680851,5.647559370671972,60.260795963225604,2.7614334682341246,0.15276430515955775
2023-10-25,0.3186168532644154,0.00851063829787234,5.066032506682598,54.022934338042134,1.277566395341079,0.06979643686635306
2023-10-26,0.32743886224086816,0.04680851063829787,4.97204108469508,55.299126279803744,1.999099121544167,0.10821846246504349
2023-10-27,0.37621050465055844,0.03829787234042553,5.111222033300732,59.521852428547035,2.0159083332171277,0.11753223553330655
2023-10-30,0.3739693192923047,0.01276595744680851,5.276433892816456,61.06437534311651,1.0146824393804192,0.05760922195055201
2023-10-31,0.37897967452705383,0.01702127659574468,5.295150741224075,58.67063318272112,0.7645632424655627,0.05910643490887023
2023-11-01,0.3603897263883333,0.01702127659574468,4.984673830260412,55.18039637137003,1.111088422749709,0.05224137931034483
2023-11-02,0.34667777288757357,0.01702127659574468,4.615050837111435,51.40826548259824,1.8204603561778772,0.057529723143280476
2023-11-03,0.36477101691308544,0.01702127659574468,4.592587404614218,52.28029845209838,1.2269969523797117,0.06112826837228495
2023-11-06,0.4651639252901385,0.03404255319148936,4.83555639266788,54.43381766416979,0.12843430286914173,0.040396300297056445
2023-11-07,0.4445440399998642,0.029787234042553193,5.733997923775981,68.60141267222085,0.8094906341898384,0.03213210702341137
2023-11-08,0.39800732570516245,0.02127659574468085,6.927626033664563,85.51683706352884,0.9154381803666093,0.06471790890269151
2023-11-09,0.3575674070941873,0.01702127659574468,7.565071325498747,93.39296928741513,1.0395449260232905,0.06932072027895826
2023-11-10,0.34610849406511823,0.03404255319148936,8.610538346402127,111.02791316677289,1.2113812410336242,0.06973519888991674
2023-11-13,0.35052836854741565,0.01702127659574468,9.518946454690347,127.18959205873732,1.0112320976783524,0.07272120518688024
2023-11-14,0.38155776860573665,0.01702127659574468,9.53411867440583,127.42361862177037,0.7525777770341617,0.06367718616537142
2023-11-15,0.40080199257953325,0.02127659574468085,9.509507389666485,127.51162104091651,0.4505016388090821,0.061442990239574086
2023-11-16,0.3566590154322899,0.00851063829787234,9.424473245510494,129.9945247659129,1.1476245652721446,0.08536956521739131
2023-11-17,0.35175316946733276,0.03404255319148936,8.991180236816888,118.93750002668476,1.4150212011664012,0.08205758962623952
2023-11-20,0.3583858904928437,0.01702127659574468,8.821157751714921,114.19413713328737,1.0794167629793199,0.06673865784499056
2023-11-21,0.47013710705530276,0.10638297872340426,8.839004554092316,111.43319082227862,0.3491341585758647,0.029073111391164322
2023-11-22,0.33789102555270106,0.02553191489361702,8.982224748407285,114.08631023672257,1.392809858707598,0.09373948106591865
2023-11-23,0.36955447146909487,0.0425531914893617,8.719351489457232,107.58013922368318,1.9499419052231162,0.12158816425120773
2023-11-24,0.3396506869057271,0.01702127659574468,8.227457579234258,96.85451763409773,1.381002297918959,0.09266799583319102
2023-11-27,0.3845567843537516,0.0425531914893617,7.905368590181001,92.21961211746175,1.260318236313135,0.07214712918660288
2023-11-28,0.3531187021684207,0.03829787234042553,7.81271751074854,87.96751000432992,1.4428404616767732,0.07868577075098815
2023-11-29,0.38612181548403174,0.02127659574468085,7.969372538860749,88.53929616319923,1.1376081038130699,0.05056818181818182
2023-11-30,0.3465456777924906,0.01702127659574468,8.042315158662548,87.96703662143138,1.1826526343124848,0.05850687880697332
2023-12-01,0.3512540849133936,0.03829787234042553,8.123707082343522,89.0590112239267,1.5517482729432879,0.09916539981757373
2023-12-04,0.3225899344876524,0.00851063829787234,8.082381958244651,90.94191090844343,1.492587469894427,0.07494477115545571
2023-12-05,0.37226331430497483,0.03404255319148936,8.121861160347489,90.87204664831283,1.2267268409137035,0.0718145445516004
2023-12-06,0.3144962328523719,0.01276595744680851,7.9221111513002285,87.88591836996476,1.5700794895803123,0.07795619235836627
2023-12-07,0.395408821367978,0.059574468085106386,7.61600622076267,84.46297137916855,2.6825302907047703,0.09519202898550724
2023-12-08,0.35179030845240006,0.03829787234042553,7.588175874174989,83.47227734619733,1.734489755050832,0.05374923882596517
2023-12-11,0.387758482939609,0.0851063829787234,7.688390953967795,83.64513817653169,2.0905550887017044,0.12449128970868101
2023-12-12,0.32048959752594625,0.01702127659574468,7.444668339352059,81.75356914188664,1.2566785331400103,0.06426003344481605
2023-12-13,0.35734909109289226,0.01702127659574468,7.291179827466854,81.95878442496202,1.40026308073515,0.08214904200442151
2023-12-14,0.3930160715314805,0.05531914893617021,6.964009531398599,76.4531202876623,2.3778844397582817,0.1488886988104011
2023-12-15,0.3577185381977471,0.01702127659574468,6.290799147734827,65.86075810347653,2.0222462307070344,0.10083695652173913
2023-12-18,0.40710720501749637,0.09361702127659574,6.2692036500307,64.99057829621414,2.773424188392846,0.1642199710720608
2023-12-19,0.4023729654337919,0.0851063829787234,5.698770331885324,58.18143832086302,2.935612822148824,0.1566594623588061
2023-12-20,0.3986576735572972,0.08936170212765958,5.6264609029582004,58.710003765346165,2.5680669257161743,0.14142689684569482
2023-12-21,0.44004012633217693,0.1148936170212766,5.52073238320672,56.40653045595882,2.9110269989942883,0.174550395256917
2023-12-22,0.4746545422050331,0.19574468085106383,5.164139300612957,54.66905705102485,3.169123357014666,0.18988657844990547
2023-12-25,0.3841267471655573,0.02127659574468085,4.9124239449774825,53.59987905741022,2.616705487225951,0.13895915678524373
2023-12-26,0.4306157961025576,0.1702127659574468,4.838899787432856,53.525335502104824,2.860434058387137,0.1630480960500142
2023-12-27,0.34929606328391827,0.0425531914893617,5.185661882196366,60.1469875383554,2.2192225745679552,0.1076328502415459
2023-12-28,0.3420157456478787,0.01702127659574468,5.233810123930932,60.389479611245605,1.4703493438689148,0.08451086956521739
2023-12-29,0.35658200486779756,0.01276595744680851,4.466287244163692,49.8741430663407,1.1059106226029667,0.04116437444543035
2024-01-02,0.4168519029489486,0.01702127659574468,3.4786075493501416,35.454481462897384,0.6257710830554889,0.042614734299516906
2024-01-03,0.39184069592721404,0.0425531914893617,3.686425204394776,36.80847876035098,1.3766589087286347,0.06062847335730631
2024-01-04,0.3789116693669903,0.01276595744680851,3.5176364190663376,33.4699358713913,1.1323794163792047,0.051694664031620555
2024-01-05,0.37472926325025396,0.05531914893617021,3.690685531755994,35.72196149807747,1.414076762741628,0.08009189833974391
2024-01-08,0.4353891848043111,0.1702127659574468,3.9395288861233726,38.46176457877636,2.433385531218018,0.14931692242114236
2024-01-09,0.42426655465069074,0.09361702127659574,4.038821367193981,39.68293383163854,2.884596280309069,0.15698996655518396
2024-01-10,0.4609371860550849,0.20425531914893616,3.837296317210651,36.43102549965382,3.173027205439744,0.19113749046529366
2024-01-11,0.385600899097908,0.07659574468085106,4.106523526751212,39.28837705944338,2.130761147938418,0.106444165737644
2024-01-12,0.3487209008684078,0.03404255319148936,4.042971888668741,38.646428761315384,2.08853850743282,0.10404710144927536
2024-01-15,0.3247997205150375,0.01276595744680851,3.9619097642629217,38.30511287613287,2.302494761603161,0.11061352792248892
2024-01-16,0.43485706334745017,0.13191489361702127,4.114675679320278,40.85698926502811,2.0897693358221368,0.11932889898334414
2024-01-17,0.41858399135719365,0.1148936170212766,3.6776463777993276,35.83341997029602,2.524647543470613,0.14152950310559007
2024-01-18,0.970909791307803,0.5319148936170213,3.488888897360529,34.418385622406916,5.657026975593514,0.3944540133779264
2024-01-19,0.4913469412984564,0.2127659574468085,3.0172361289819696,29.38305424184928,3.142185698863117,0.19767485822306238
2024-01-22,0.805193760821031,0.49361702127659574,2.9624508855005103,29.228648165584005,5.512269578124576,0.32824714536671057
2024-01-23,0.5423999237455412,0.25957446808510637,2.755069235145526,27.77390521588072,3.587381957653368,0.22473182758497698
2024-01-24,0.7964516191450107,0.451063829787234,2.7695733999134386,27.591804318653494,4.611214153690294,0.31230351170568565
2024-01-25,0.38031998976298054,0.04680851063829787,2.3849629351434016,22.600672058479844,1.7569526051640358,0.10669437340153452
2024-01-26,0.5133873844163906,0.19574468085106383,1.9908958831898027,18.01537939736487,2.649771561310123,0.15149338374291116
2024-01-29,0.4225333170829287,0.15319148936170213,1.5741197209143776,14.316992329607395,2.9610873043015014,0.16861111111111113
2024-01-30,0.5962004187717662,0.3148936170212766,1.2421478470123406,11.737576535486749,3.7550538160700166,0.24118575074810772
2024-01-31,0.8255696593689772,0.5787234042553191,1.2078609466763959,12.791641835897758,5.00724484667762,0.3677387968419882
2024-02-01,0.6435521501466355,0.44680851063829785,1.1007712198969803,13.083603609614471,4.0756787720685965,0.2859640831758034
2024-02-02,1.0940680915044552,0.5319148936170213,1.2692472861175534,14.434132359899445,8.956657802900105,0.40348641304347826
2024-02-05,1.7197751356874444,0.9617021276595744,1.1773760044281965,14.857498007238398,9.943997476977284,0.6079513676260462
2024-02-06,0.7386927919064195,0.42127659574468085,1.2711177319523344,16.308897808732002,4.809917735081537,0.31809659090909087
2024-02-07,0.5338152419026843,0.2425531914893617,1.0952108272675218,14.446827929529704,3.3356393839680174,0.21660535117056856
2024-02-08,0.45888199782019434,0.1276595744680851,0.8942117738995348,11.256952584873599,3.0944029185573267,0.1683414449491672
2024-02-19,0.3525992123388813,0.02553191489361702,1.3432128899010274,14.802880715617903,1.5796612091183613,0.09600941247404034
2024-02-20,0.35291745873179564,0.01276595744680851,1.1114218124323079,12.454114819795127,1.4354040671811668,0.05846790890269151
2024-02-21,0.4089667021232911,0.06382978723404255,1.6972396941972248,18.764507882083397,2.0822956790048637,0.12493115942028986
2024-02-22,0.34030059827561615,0.01276595744680851,2.3816660486163532,24.682408798402193,1.091598220836658,0.05078595317725752
2024-02-23,0.4053794079051871,0.03404255319148936,2.290907488339287,21.31130487051751,0.8335112318779012,0.04077896744548962
2024-02-26,0.412018687281566,0.029787234042553193,2.3191953893584136,19.279777168976327,0.5419332120527396,0.04204849498327759
2024-02-27,0.40345192131510604,0.00851063829787234,2.672880800061764,21.630812647893748,0.469358874093407,0.039186507936507936
2024-02-28,0.36781030742097603,0.05531914893617021,3.204150597774821,27.231484803409153,2.2855912459392327,0.1170633045278603
2024-02-29,0.36663336147893355,0.0425531914893617,3.596233006271438,32.43814189320889,1.2982511232772025,0.06950299306868306
2024-03-01,0.34721416235632974,0.01276595744680851,4.295703788594337,42.96091927276746,0.9241559884600445,0.05065217391304348
2024-03-04,0.3560549406572439,0.01276595744680851,4.820560227053591,51.54622814744994,0.9577112107789335,0.0669973891350832
2024-03-05,0.37229271252579804,0.03829787234042553,4.867660911336595,53.804733612949754,1.4165254006581238,0.07868788819875776
2024-03-06,0.3725909436720476,0.03404255319148936,4.150930258786554,42.500335871324076,1.1555148638326778,0.05651771336553945
2024-03-07,0.3892783739624841,0.01702127659574468,3.1487959327925132,22.864394353447896,0.9470781053590688,0.05966717222783957
2024-03-08,0.36901354490302785,0.03829787234042553,3.6227160505830933,30.58838288431536,1.4785120495629398,0.07263339920948617
2024-03-11,0.3627308174853103,0.01702127659574468,3.745622759127525,35.8906478823513,1.1848629572985434,0.08849677938808373
2024-03-12,0.40519326803753297,0.01276595744680851,3.6705310603913373,35.2569221259499,0.6895082211719678,0.05754140786749482
2024-03-13,0.46249111720981645,0.029787234042553193,3.9063360617416274,36.810214951839185,0.2430895340276902,0.02720104621602242
2024-03-14,0.39150778785449775,0.01702127659574468,4.502351296775262,45.09703492907228,0.8992756528505476,0.04950614366729678
2024-03-15,0.4392284390986807,0.05106382978723404,5.613833877949266,62.7570776140199,0.8327500617648559,0.052926201372997715
2024-03-18,0.445991161974681,0.02127659574468085,5.8802858485659595,66.8541672368815,0.4573686656360666,0.039106437041219654
2024-03-19,0.5077576706446735,0.07659574468085106,6.037797054155691,67.93179823166142,0.3585743002328877,0.0261942329526481
2024-03-20,0.40303469726133234,0.01702127659574468,6.504705776831872,74.53791578610395,0.5378777783122524,0.03083628042438111
2024-03-21,0.42293840249478015,0.02553191489361702,6.791063507361376,80.956588268893,0.9103704110639566,0.03782919254658385
2024-03-22,0.41269092990481104,0.04680851063829787,7.114309436681727,87.03193659926458,0.7655779078802619,0.04378831264030787
2024-03-25,0.3732962451845704,0.01702127659574468,7.289643748899025,90.26296860356136,0.912172452627465,0.04621853546910755
2024-03-26,0.36913650006122745,0.04680851063829787,7.742512628320882,95.33883422002224,1.5148204509870615,0.0745207509881423
2024-03-27,0.3484850872670301,0.02127659574468085,6.944179518665591,81.74552436888062,1.3228690635753164,0.06756665299425758
2024-03-28,0.35137895774972994,0.02553191489361702,6.990819362809294,81.96935479970755,1.2733185297824914,0.05848814229249012
2024-03-29,0.3758456983261487,0.03829787234042553,6.662217321074824,74.59657910230487,1.2670209444991358,0.06103260869565217
2024-04-01,0.47813767564925314,0.0425531914893617,6.381801383454522,67.43168659314897,0.0936165378382222,0.045851231992699304
2024-04-02,0.449112616989278,0.059574468085106386,6.400653800489675,67.78104225473803,0.354431743071819,0.03474838969404187
2024-04-03,0.38643476839142105,0.02127659574468085,6.65689634591271,71.12031960112925,0.7811917427981743,0.04649154589371981
2024-04-08,0.3781432536969265,0.01702127659574468,6.710202439884999,70.71513415026608,0.7084530404029542,0.04549033816425121
2024-04-09,0.3477931416798995,0.029787234042553193,6.638663918627446,70.05152114179502,1.1439084034306612,0.06457951945080091
2024-04-10,0.382195464419989,0.03829787234042553,6.581586176955466,68.67352238910733,1.0517066627252936,0.05532004830917875
2024-04-11,0.3326213794931504,0.029787234042553193,6.1307900322067,61.58545534001401,1.5569554370710632,0.07692028985507246
2024-04-12,0.3466065272905801,0.01276595744680851,6.6304563769845455,68.07897119753913,1.0298288528630912,0.058051477507999244
2024-04-15,0.3723670736916642,0.029787234042553193,5.893737850065103,56.632596889201864,1.4141499472909993,0.08807602421732856
2024-04-16,0.37938645300872964,0.06808510638297872,5.512172347766917,52.841439706577674,2.0915279498376935,0.11376449275362319
2024-04-17,0.3862610833510364,0.02127659574468085,5.897569786646658,62.46460631109695,0.9733796120888258,0.050498665141113654
2024-04-18,0.36764629576468166,0.03829787234042553,5.808481397759545,60.93437697886119,1.1115306390622608,0.06557918504515858
2024-04-19,0.3759164746123719,0.059574468085106386,5.79850785420632,63.0643494849589,1.4588780241611996,0.07463360723944247
2024-04-22,0.3669165966883401,0.03829787234042553,5.900533910166239,64.46391022496613,1.2178400478803368,0.05795416984490211
2024-04-23,0.33263364898443276,0.02127659574468085,5.9058554771788305,63.23772793488286,1.3463282807200443,0.0627846790890269
2024-04-24,0.34194641999683,0.00851063829787234,5.9660910872020905,66.08014378291774,0.9990146799047521,0.04688146997929606
2024-04-25,0.3734124777510527,0.02553191489361702,6.048703161459052,67.4007695310993,1.2235113585492103,0.05489681789540012
2024-04-26,0.4449101316809193,0.08936170212765958,5.928017248328787,66.65547736556529,0.2644675326909319,0.044742322894496804
2024-04-29,0.4514196479721695,0.1276595744680851,6.121310916489164,70.24655679822895,0.21989017572162642,0.057089920948616604
2024-04-30,0.4890967243579571,0.07234042553191489,6.3652481926916495,74.76942717284187,-0.006029700913051075,0.03177614996849402
2024-05-06,0.6166964545966288,0.6595744680851063,5.888473841749925,68.23286518714221,-0.8593832134384278,0.021831985662475482
