period,rows,mean_conditional_vol,p90_conditional_vol,high_risk_share,mean_dynamic_skew,mean_dynamic_kurtosis
test,34075,0.6100928819767126,0.6807771817924194,0.547439471753485,6.281274493965584,59.627722586445515
train,102225,0.4395576234308251,0.6039645657064694,0.10000489117143556,5.247127815821849,56.93901153837357
validation,34075,0.5979557067731605,0.6807771817924176,0.4648569332355099,7.281272997858792,81.46248020233578
