task,horizon,period,feature_group,model,top_frac,hit_rate,lift
continuation,H10,validation,ALL,SMARTBoost,0.2,0.221372,4.196799
continuation,H10,test,P,Naive,0.01,0.458942,7.907432
continuation,H10,test,P,Naive,0.05,0.465957,8.02829
continuation,H10,test,P,Naive,0.1,0.362812,6.251129
continuation,H10,test,P,Naive,0.2,0.228621,3.939061
continuation,H10,test,M,Naive,0.01,0.458942,7.907432
continuation,H10,test,M,Naive,0.05,0.465957,8.02829
continuation,H10,test,M,Naive,0.1,0.362812,6.251129
continuation,H10,test,M,Naive,0.2,0.228621,3.939061
continuation,H10,test,C,Naive,0.01,0.458942,7.907432
continuation,H10,test,C,Naive,0.05,0.465957,8.02829
continuation,H10,test,C,Naive,0.1,0.362812,6.251129
continuation,H10,test,C,Naive,0.2,0.228621,3.939061
continuation,H10,test,ALL,Naive,0.01,0.458942,7.907432
continuation,H10,test,ALL,Naive,0.05,0.465957,8.02829
continuation,H10,test,ALL,Naive,0.1,0.362812,6.251129
continuation,H10,test,ALL,Naive,0.2,0.228621,3.939061
continuation,H10,test,P,Logit,0.01,0.776726,13.382738
continuation,H10,test,P,Logit,0.05,0.591825,10.196959
continuation,H10,test,P,Logit,0.1,0.380525,6.556326
continuation,H10,test,P,Logit,0.2,0.225803,3.890512
continuation,H10,test,P,LightGBM,0.01,0.969134,16.697869
continuation,H10,test,P,LightGBM,0.05,0.612122,10.546675
continuation,H10,test,P,LightGBM,0.1,0.39143,6.744212
continuation,H10,test,P,LightGBM,0.2,0.232083,3.998724
continuation,H10,test,P,SMARTBoost,0.01,0.927862,15.986764
continuation,H10,test,P,SMARTBoost,0.05,0.608856,10.490403
continuation,H10,test,P,SMARTBoost,0.1,0.391457,6.744682
continuation,H10,test,P,SMARTBoost,0.2,0.232142,3.999731
continuation,H10,test,M,Logit,0.01,0.79286,13.660733
continuation,H10,test,M,Logit,0.05,0.57728,9.946356
continuation,H10,test,M,Logit,0.1,0.374063,6.444991
continuation,H10,test,M,Logit,0.2,0.223607,3.852673
continuation,H10,test,M,LightGBM,0.01,0.941424,16.220442
continuation,H10,test,M,LightGBM,0.05,0.607461,10.466364
continuation,H10,test,M,LightGBM,0.1,0.389656,6.713659
continuation,H10,test,M,LightGBM,0.2,0.23177,3.993319
continuation,H10,test,M,SMARTBoost,0.01,0.926614,15.965277
continuation,H10,test,M,SMARTBoost,0.05,0.602699,10.384307
continuation,H10,test,M,SMARTBoost,0.1,0.388495,6.693648
continuation,H10,test,M,SMARTBoost,0.2,0.23185,3.994695
continuation,H10,test,C,Logit,0.01,0.802331,13.823905
continuation,H10,test,C,Logit,0.05,0.584623,10.072866
continuation,H10,test,C,Logit,0.1,0.376207,6.481924
continuation,H10,test,C,Logit,0.2,0.22418,3.862544
continuation,H10,test,C,LightGBM,0.01,0.934136,16.094874
continuation,H10,test,C,LightGBM,0.05,0.605497,10.43252
continuation,H10,test,C,LightGBM,0.1,0.389945,6.718628
continuation,H10,test,C,LightGBM,0.2,0.231456,3.987913
continuation,H10,test,C,SMARTBoost,0.01,0.918859,15.831651
continuation,H10,test,C,SMARTBoost,0.05,0.602348,10.378263
continuation,H10,test,C,SMARTBoost,0.1,0.388791,6.698751
continuation,H10,test,C,SMARTBoost,0.2,0.23152,3.989021
continuation,H10,test,ALL,Logit,0.01,0.851553,14.671993
continuation,H10,test,ALL,Logit,0.05,0.604437,10.414256
continuation,H10,test,ALL,Logit,0.1,0.393078,6.772616
continuation,H10,test,ALL,Logit,0.2,0.233958,4.031023
continuation,H10,test,ALL,LightGBM,0.01,0.947738,16.329223
continuation,H10,test,ALL,LightGBM,0.05,0.619176,10.668216
continuation,H10,test,ALL,LightGBM,0.1,0.404365,6.967083
continuation,H10,test,ALL,LightGBM,0.2,0.244643,4.215115
continuation,H10,test,ALL,SMARTBoost,0.01,0.923263,15.907529
continuation,H10,test,ALL,SMARTBoost,0.05,0.614297,10.584144
continuation,H10,test,ALL,SMARTBoost,0.1,0.401489,6.917526
continuation,H10,test,ALL,SMARTBoost,0.2,0.241642,4.16341
