eval_period,quantile,target,pinball_loss,nobs,shock_variable,horizon,MarketLSI_response,tail_direction_stable
test,0.5,MarketLSI,0.0446774970640053,33350,MarketRelAmt,10,-0.0060366616500071,False
test,0.5,MarketLSI,0.0446774970640053,33350,MarketRelAmt,20,-0.0082784734844941,False
test,0.9,MarketLSI,0.030332331807875,33350,CrossStress,1,0.1791301436845724,True
test,0.9,MarketLSI,0.030332331807875,33350,CrossStress,5,0.8708579137224829,True
test,0.9,MarketLSI,0.030332331807875,33350,CrossStress,10,1.709490650022944,True
test,0.9,MarketLSI,0.030332331807875,33350,CrossStress,20,1.5200462669806294,False
test,0.9,MarketLSI,0.030332331807875,33350,IndexRV,1,-0.0113287630697911,True
test,0.9,MarketLSI,0.030332331807875,33350,IndexRV,5,-0.1465071343806714,True
test,0.9,MarketLSI,0.030332331807875,33350,IndexRV,10,-0.490696145636361,True
test,0.9,MarketLSI,0.030332331807875,33350,IndexRV,20,-1.5992409904554623,False
test,0.9,MarketLSI,0.030332331807875,33350,IndexRet,1,0.0083345477627248,True
test,0.9,MarketLSI,0.030332331807875,33350,IndexRet,5,0.0047398169225761,True
test,0.9,MarketLSI,0.030332331807875,33350,IndexRet,10,0.0016743107458183,True
test,0.9,MarketLSI,0.030332331807875,33350,IndexRet,20,0.0001631441685194,False
test,0.9,MarketLSI,0.030332331807875,33350,MarketLSI,1,0.8580254781576856,True
test,0.9,MarketLSI,0.030332331807875,33350,MarketLSI,5,0.4456073617676529,True
test,0.9,MarketLSI,0.030332331807875,33350,MarketLSI,10,0.195939357183442,True
test,0.9,MarketLSI,0.030332331807875,33350,MarketLSI,20,0.1763925254728882,False
test,0.9,MarketLSI,0.030332331807875,33350,MarketRelAmt,1,0.0188866596458572,False
test,0.9,MarketLSI,0.030332331807875,33350,MarketRelAmt,5,0.0852520829840787,False
test,0.9,MarketLSI,0.030332331807875,33350,MarketRelAmt,10,0.1069303977655375,False
test,0.9,MarketLSI,0.030332331807875,33350,MarketRelAmt,20,-0.1195992189806194,False
test,0.95,MarketLSI,0.0230653191895302,33350,CrossStress,1,0.2252133398276079,True
test,0.95,MarketLSI,0.0230653191895302,33350,CrossStress,5,1.213282915054959,True
test,0.95,MarketLSI,0.0230653191895302,33350,CrossStress,10,2.6247307053921167,True
test,0.95,MarketLSI,0.0230653191895302,33350,CrossStress,20,0.0,False
test,0.95,MarketLSI,0.0230653191895302,33350,IndexRV,1,-0.0287496097691999,True
test,0.95,MarketLSI,0.0230653191895302,33350,IndexRV,5,-0.3058128373732445,True
test,0.95,MarketLSI,0.0230653191895302,33350,IndexRV,10,-1.0047233004107938,True
test,0.95,MarketLSI,0.0230653191895302,33350,IndexRV,20,0.0,False
test,0.95,MarketLSI,0.0230653191895302,33350,IndexRet,1,0.0079277039290586,True
test,0.95,MarketLSI,0.0230653191895302,33350,IndexRet,5,0.0039303670914661,True
test,0.95,MarketLSI,0.0230653191895302,33350,IndexRet,10,0.0001055328820216,True
test,0.95,MarketLSI,0.0230653191895302,33350,IndexRet,20,0.0,False
test,0.95,MarketLSI,0.0230653191895302,33350,MarketLSI,1,0.8539047562472133,True
test,0.95,MarketLSI,0.0230653191895302,33350,MarketLSI,5,0.3915312897929817,True
test,0.95,MarketLSI,0.0230653191895302,33350,MarketLSI,10,0.043618516739432,True
test,0.95,MarketLSI,0.0230653191895302,33350,MarketLSI,20,0.0,False
test,0.95,MarketLSI,0.0230653191895302,33350,MarketRelAmt,1,0.0291478707361072,False
test,0.95,MarketLSI,0.0230653191895302,33350,MarketRelAmt,5,0.1314322320841718,False
test,0.95,MarketLSI,0.0230653191895302,33350,MarketRelAmt,10,0.1326040562008703,False
test,0.95,MarketLSI,0.0230653191895302,33350,MarketRelAmt,20,0.0,False
