rows,positive_rate,PR_AUC,ROC_AUC,Brier,Top1_hit_rate,Top1_lift,Top1_rows,Top5_hit_rate,Top5_lift,Top5_rows,Top10_hit_rate,Top10_lift,Top10_rows,Top20_hit_rate,Top20_lift,Top20_rows,horizon,period
2566725,0.058038940673426256,0.5445025391339091,0.9090995294791595,0.0435464334024797,0.8571372915692691,14.768313853145814,25668,0.5641553098482901,9.720289572869385,128337,0.38540477572631326,6.640451587407675,256673,0.23744265552406277,4.091092166207961,513345,H10,test
2577571,0.052765956786447396,0.5282429773363452,0.9010178442238509,0.043389658362635045,0.8842333954065797,16.757649235570945,25776,0.5202399149589926,9.859385608499245,128879,0.3443423676471729,6.525843339499817,257758,0.2122304879586433,4.022110104391272,515515,H10,validation
2648270,0.05441552409686323,0.6034844730128194,0.9304686444056639,0.03808713337328042,0.8940829966393535,16.430660394776805,26483,0.5930264171462232,10.898110915748912,132414,0.39259214506073775,7.214708515200511,264827,0.23561608144184695,4.329942334515326,529654,H5,test
2652081,0.050561427045403215,0.5892631798834115,0.9296329568679341,0.0403207827019575,0.8963085856491082,17.727121998440428,26521,0.5562761585158931,11.001986910226396,132605,0.3644069394326738,7.207212310393123,265209,0.21892209337181878,4.329824258623691,530417,H5,validation
